title,runtime,release_year
mantrap,86.0,1926
the last ferry,0.0,1989
the cow,105.0,1969
the way south,143.0,1981
local color,116.0,1977
beneath the darkness,96.0,2011
being elmo: a puppeteer's journey,80.0,2011
idol of the crowds,60.0,1937
joyful noise,117.0,2012
mi mejor enemigo,100.0,2005
to die like a man,133.0,2009
the sea gull,144.0,1968
dolphin tale,113.0,2011
chico & rita,94.0,2010
the iron lady,105.0,2011
happy tears,96.0,2009
the golden boys,97.0,2008
elena,109.0,2011
aurora,181.0,2011
with heart & soul,124.0,2009
the conquest,105.0,2011
mad bastards,94.0,2010
mr. bug goes to town,78.0,1941
work in progress,125.0,2001
the wild bees,114.0,2001
the end of the line,85.0,2009
nostalgia for the light,90.0,2010
top floor left wing,110.0,2010
albatross,90.0,2011
loosies,89.0,2012
the revenant,110.0,2009
the mill and the cross,92.0,2011
one trick pony,98.0,1980
cat run,102.0,2011
magic christmas tree,60.0,1964
the man next door,110.0,2009
the divide,112.0,2011
underworld: awakening,88.0,2012
the grey,117.0,2012
man on a ledge,102.0,2012
sacrifice,128.0,2010
veijarit,0.0,2010
the pruitt-igoe myth,79.0,2012
first family,97.0,1980
all night long,91.0,1962
gorilla at large,83.0,1954
the garden of eden,111.0,2008
time without pity,85.0,1957
descongelate!,0.0,2003
white irish drinkers,109.0,2011
haywire,93.0,2011
case départ,94.0,2011
the las vegas story,88.0,1952
my man and i,99.0,1952
secrets,83.0,1933
westbound,69.0,1959
the don is dead,106.0,1973
contact high,98.0,2009
the whistleblower,112.0,2010
the human centipede 2 (full sequence),91.0,2011
dad savage,104.0,1998
you and me,90.0,1938
the nazis - a warning from history,289.0,1997
zen,127.0,2009
king of beggars,96.0,1992
einstein and eddington,90.0,2008
14 blades,114.0,2010
the locals,88.0,2003
"buona sera, mrs. campbell",108.0,1968
40 pounds of trouble,106.0,1962
my future boyfriend,73.0,2011
the terrorizers,109.0,1986
goodbye,104.0,2011
the loneliest planet,113.0,2011
images of the world and the inscription of war,75.0,1989
policeman,105.0,2011
disorder,58.0,2009
red psalm,87.0,1972
regeneration,72.0,1915
the afternoon of a torturer,76.0,2001
we won't grow old together,110.0,1972
"turn me on, dammit!",76.0,2011
faust,140.0,2011
post mortem,98.0,2010
decasia,67.0,2002
viva,120.0,2007
fados,90.0,2007
daddy longlegs,100.0,2009
praise,98.0,1998
stanley kubrick's boxes,48.0,2008
street mobster,92.0,1972
alexandria… why?,133.0,1979
the grand maneuver,106.0,1955
can go through skin,94.0,2009
morgen,100.0,2010
"what's up, scarlet?",0.0,2005
christmas evil,100.0,1980
three wise men,0.0,2008
call her savage,88.0,1932
apollo 18,86.0,2011
crazy horse,134.0,2011
seeking justice,105.0,2011
the sound and the fury,110.0,1959
la pointe-courte,80.0,1955
hostel: part iii,88.0,2011
wyvern,90.0,2009
the disappearance of haruhi suzumiya,162.0,2010
the poseidon adventure,173.0,2005
a river called titas,159.0,1973
the vanquished,110.0,1953
the blue bird,75.0,1918
red tails,125.0,2012
in darkness,145.0,2011
odd obsession,107.0,1959
the flowers of war,145.0,2011
enthusiasm,67.0,1931
the scenesters,0.0,2009
thunder soul,83.0,2010
the nun,101.0,2005
vlad,98.0,2003
the intouchables,112.0,2011
declaration of war,100.0,2011
one for the money,91.0,2012
the incredible petrified world,70.0,1957
queen of the amazons,61.0,1947
becoming chaz,80.0,2011
countdown to looking glass,90.0,1984
w.e.,119.0,2011
the innkeepers,102.0,2011
the storage,0.0,2011
nancy goes to rio,100.0,1950
dog tags,90.0,2008
big miracle,107.0,2012
collision earth,86.0,2011
the great bank hoax,87.0,1978
the wonderful world of puss 'n boots,80.0,1969
reel injun,86.0,2009
a man called sledge,93.0,1970
cameraman: the life and work of jack cardiff,86.0,2010
six degrees of celebration,89.0,2010
six degrees of celebration 2,106.0,2011
this time around,0.0,2003
enid,82.0,2009
jenny,0.0,1936
the straits of love and hate,108.0,1937
state fair,97.0,1933
grave encounters,92.0,2011
detective dee and the mystery of the phantom flame,119.0,2010
hurry sundown,146.0,1967
batch '81,100.0,1982
the eleventh year,52.0,1928
forever yours,75.0,2011
the career of nikos dyzma,110.0,2002
e=mc²,120.0,2002
chronicle,84.0,2012
the woman in black,95.0,2012
dottie gets spanked,30.0,1993
woman in love,108.0,2011
the dancing hawk,98.0,1978
toast,90.0,2010
the art of getting by,83.0,2011
the human resources manager,103.0,2011
the overcoat,101.0,1952
bucky larson: born to be a star,97.0,2011
the monk,101.0,2011
can mr. smith get to washington anymore?,82.0,2006
a doll's house,105.0,1973
the canyon,102.0,2009
cass timberlane,119.0,1947
all watched over by machines of loving grace,177.0,2011
yes: 9012 live,67.0,1985
kisses for my president,113.0,1964
third star,92.0,2010
living proof,125.0,2008
barbie in the nutcracker,76.0,2001
dylan moran: monster,85.0,2004
"dylan moran: like, totally...",66.0,2006
dylan moran: what it is,76.0,2009
"dylan moran: yeah, yeah",73.0,2011
safe house,115.0,2012
the vow,104.0,2012
swamp shark,85.0,2011
moon of the wolf,75.0,1972
she gods of shark reef,63.0,1958
king kong escapes,96.0,1967
the chocolate soldier,102.0,1941
frisco jenny,73.0,1932
my boy jack,93.0,2007
louis c.k.: live at the beacon theater,62.0,2011
special bulletin,103.0,1983
as luck would have it,98.0,2011
the black power mixtape 1967-1975,100.0,2011
the girl from jones beach,78.0,1949
holding trevor,88.0,2007
castle of sand,143.0,1974
at home by myself... with you,90.0,2009
pitfall,97.0,1962
casual relations,80.0,1974
warsaw bridge,85.0,1989
monsieur lazhar,94.0,2011
tin pan alley,94.0,1940
bookwars,79.0,2000
kino eye,78.0,1924
silence,129.0,1971
"for a good time, call...",85.0,2012
the jodorowsky constellation,91.0,1994
casey jones,35.0,2011
janie jones,114.0,2010
thirteen women,59.0,1932
journey 2: the mysterious island,94.0,2012
stella does tricks,99.0,1997
valerie,80.0,2007
the boys,100.0,1962
hoodoo ann,65.0,1916
perfect sense,92.0,2011
the shrine,85.0,2010
israeli intelligence,40.0,2007
johnny cash at folsom prison,60.0,2008
fake,0.0,2010
forest of bliss,90.0,1986
the artist,0.0,2008
tim and eric's billion dollar movie,94.0,2012
the pearl,85.0,1947
kuningasjätkä,81.0,1998
rollo and the spirit of the woods,92.0,2001
beautiful kate,90.0,2009
chapiteau-show,207.0,2011
sommer der gaukler,0.0,2011
kokowaah,123.0,2011
hearts of the west,102.0,1975
when love is not enough: the lois wilson story,96.0,2010
monstrosity,64.0,1963
sixpack,82.0,2011
the city dark,0.0,2012
oka!,105.0,2011
bombay beach,80.0,2011
the little mermaid,77.0,1976
bodyguards and assassins,139.0,2009
the sorcerer and the white snake,100.0,2011
flying swords of dragon gate,125.0,2011
smokin' aces 2: assassins' ball,86.0,2010
knuckle,97.0,2011
winter in wartime,103.0,2008
the three musketeers,73.0,1939
untamed youth,80.0,1957
god's gift to women,72.0,1931
ricky rapper and the bicycle thief,82.0,2010
the truth about love,94.0,2005
plans for tomorrow,96.0,2010
born to be bad,62.0,1934
así es la vida...,98.0,2000
the mysterious x,84.0,1914
le 7ème juré,0.0,2008
metallica: a year and a half in the life of...,236.0,1992
balkan spy,92.0,1984
we were here,90.0,2011
hot summer week,79.0,1972
happy end,71.0,1967
new york in the 50's,72.0,2001
the hunter,102.0,2011
the dead,105.0,2010
the love trap,71.0,1929
kaleidoscope,103.0,1966
ghost rider: spirit of vengeance,95.0,2011
a monster in paris,90.0,2011
the souler opposite,104.0,1998
film about a woman who…,90.0,1974
"dos μια ιστορία αγάπης, απ' την ανάποδη",0.0,2011
prayers for bobby,88.0,2009
little criminals,91.0,1995
bustin' down the door,96.0,2008
love wrecked,87.0,2005
the world according to ion b.,60.0,2009
territorio comanche,0.0,1997
father takes a wife,79.0,1941
a very potter musical,166.0,2009
a very potter sequel,213.0,2010
once upon a time in the north,128.0,2012
miss nobody,86.0,2010
retreat,89.0,2011
guy and madeline on a park bench,82.0,2009
the great sinner,110.0,1949
her highness and the bellboy,112.0,1945
the civil war,680.0,1990
october baby,107.0,2011
khodorkovsky,111.0,2011
the bear,80.0,2011
live music,6.0,2009
ro.go.pa.g.,122.0,1963
paris belongs to us,141.0,1961
bag of bones,157.0,2011
mozart's sister,120.0,2010
seven days in utopia,98.0,2011
the women on the 6th floor,106.0,2010
one of our dinosaurs is missing,100.0,1975
mega shark vs. crocosaurus,90.0,2010
wrong turn 4: bloody beginnings,93.0,2011
moscow clad in snow,7.0,1909
sleep tight,107.0,2011
the munekata sisters,112.0,1950
arena,94.0,2011
mail order bride,83.0,1964
the satan bug,114.0,1965
poppy shakespeare,86.0,2008
freedom,96.0,2000
the price of forgiveness,0.0,2001
i saw mommy kissing santa claus,100.0,2002
red hill,97.0,2010
zone troopers,86.0,1985
la patinoire,80.0,1998
the secret glory,90.0,2001
the woman who drinks,91.0,2001
the prince and the pauper,25.0,1990
another woman's life,97.0,2012
a cat in paris,70.0,2010
dr. goldfoot and the girl bombs,82.0,1966
children who chase lost voices,116.0,2011
gone,94.0,2012
the plastic age,73.0,1925
courageous,129.0,2011
flywheel,120.0,2003
project x,88.0,2012
the lorax,86.0,2012
darling,94.0,2007
the big year,100.0,2011
the liar,53.0,1981
kovat miehet,,1999
mr. moto's last warning,71.0,1939
act of valor,110.0,2012
trailer park boys,67.0,1999
don quixote,73.0,1933
undefeated,113.0,2011
this means war,103.0,2012
one a.m.,22.0,1916
the cure,31.0,1917
the bank,33.0,1915
a night out,33.0,1915
the earth dies screaming,62.0,1964
the dark side of the sun,101.0,1988
john carter,132.0,2012
canned dreams,75.0,2012
sunnyside,41.0,1919
when we leave,119.0,2010
genius within: the inner life of glenn gould,113.0,2009
great directors,90.0,2010
something big,108.0,1971
the take,91.0,1974
queen: days of our lives,120.0,2011
police,26.0,1916
behind the screen,24.0,1916
easy street,24.0,1917
the art of flight,80.0,2011
starbuck,103.0,2011
forks over knives,90.0,2011
deserter,0.0,1933
skies above the landscape,86.0,2006
united red army,190.0,2007
goon,92.0,2012
landscape with a woman,75.0,1976
blind pig who wants to fly,77.0,2008
what is to be done?,90.0,1970
the hidden face,92.0,2011
in gold we trust,100.0,2010
eye of the devil,96.0,1966
listen to your heart,102.0,2010
dead on time,33.0,1983
pale cocoon,23.0,2006
the awakening,107.0,2011
the round up,115.0,2010
miral,112.0,2010
princess of mars,93.0,2009
like water,0.0,2011
cencoroll,27.0,2009
game change,118.0,2012
kill by inches,80.0,1999
the ledge,101.0,2011
bestseller,117.0,2010
21 jump street,109.0,2012
"jeff, who lives at home",83.0,2011
blackballed: the bobby dukes story,91.0,2004
adventures of captain marvel,216.0,1941
captain midnight,270.0,1942
harmagedon - erään maailman loppu,71.0,1986
city of fear,81.0,1959
treed murray,90.0,2001
satan never sleeps,125.0,1962
sos coast guard,224.0,1937
yes or no,107.0,2010
blind,111.0,2011
lockout,95.0,2012
bedevilled,115.0,2010
lucky,103.0,2011
resurrect dead: the mystery of the toynbee tiles,86.0,2011
a lonely place to die,99.0,2011
"caltiki, the immortal monster",76.0,1959
snowtown,119.0,2011
space battleship yamato,131.0,2010
nothing lasts forever,82.0,1984
zero bridge,96.0,2011
the bleeding,80.0,2009
wreckers,85.0,2011
fat head,104.0,2009
public housing,200.0,1997
the runner,94.0,1984
last exit,97.0,2003
verbo,87.0,2011
the frankenstein syndrome,88.0,2010
a thousand months,124.0,2003
the secret nation,128.0,1989
manrape,99.0,1978
passion of love,117.0,1981
!women art revolution,83.0,2010
casa de mi padre,84.0,2012
corman's world: exploits of a hollywood rebel,95.0,2011
tropical fish,107.0,1995
prom queen: the marc hall story,92.0,2004
evolver,90.0,1994
letters to santa,116.0,2011
dragon age: redemption,48.0,2011
jiro dreams of sushi,82.0,2011
damsels in distress,99.0,2012
a skin too few: the days of nick drake,48.0,2002
human lanterns,95.0,1982
pageant,85.0,2008
a warm december,99.0,1973
white night wedding,96.0,2008
salmon fishing in the yemen,107.0,2011
hotel,124.0,1967
eden of the east movie i: the king of eden,82.0,2009
eden of the east movie ii: paradise lost,93.0,2010
saving face,40.0,2012
admiral yamamoto,0.0,1968
meeting evil,89.0,2012
wrath of the titans,99.0,2012
bending the rules,83.0,2012
seven brothers,108.0,1939
paan singh tomar,135.0,2012
the horrible dr. hichcock,88.0,1962
detachment,97.0,2011
four sided triangle,81.0,1953
the incredible hulk returns,100.0,1988
answers to nothing,124.0,2011
4:44 last day on earth,85.0,2011
iron sky,93.0,2012
the ghost,97.0,1963
absentia,92.0,2011
there's something wrong with aunt diane,100.0,2011
american reunion,113.0,2012
ticked-off trannies with knives,0.0,2010
the raid,101.0,2011
the cabin in the woods,95.0,2012
delicacy,108.0,2011
god bless america,104.0,2011
the desert of forbidden art,80.0,2011
the wayshower,90.0,2011
frankenstein,13.0,1910
the clay bird,98.0,2002
the dupes,107.0,1973
romantics anonymous,80.0,2010
the unknown woman,80.0,2011
popatopolis,75.0,2009
the gamma people,79.0,1956
"wild, wild planet",93.0,1965
egg,97.0,2007
village people radio show,72.0,2007
the day i was not born,94.0,2010
genesis,30.0,1998
the big night,75.0,1951
housefull 2,145.0,2012
agent vinod,157.0,2012
after,0.0,2009
lust for gold,86.0,1974
footnote,103.0,2011
café de flore,120.0,2011
l!fe happens,100.0,2011
midnight movie,82.0,2008
ollie hopnoodle's haven of bliss,89.0,1988
the silent house,86.0,2010
silent house,85.0,2011
wild about harry,91.0,2000
keeping the promise,0.0,1997
helsinki napoli - all night long,0.0,1987
the three stooges,92.0,2012
the raven,111.0,2012
the ballad of nessie,6.0,2011
the big bang,101.0,2011
mirror mirror,106.0,2012
battleship,131.0,2012
our day will come,90.0,2010
louis theroux: america's most hated family in crisis,60.0,2011
the woman in the rumor,83.0,1954
appropriate adult,180.0,2011
terraferma,88.0,2011
madhouse,92.0,1974
goodbye first love,108.0,2011
the best exotic marigold hotel,124.0,2011
rush: beyond the lighted stage,107.0,2010
position among the stars,109.0,2011
the second time around,99.0,1961
crime after crime,95.0,2011
black pond,83.0,2011
18 years later,107.0,2010
king of devil's island,120.0,2010
twelve,93.0,2010
sharpay's fabulous adventure,90.0,2011
"the cartoonist: jeff smith, bone and the changing face of comics",76.0,2009
comic-con episode iv: a fan's hope,88.0,2011
bullhead,129.0,2011
le crabe-tambour,0.0,1977
bully,92.0,2011
the hammer,108.0,2010
uncovered,112.0,1995
the chance of a lifetime,65.0,1943
the flower in hell,87.0,1958
white mountains,63.0,1964
hysteria,100.0,2011
cold storage,95.0,2009
listen to britain,20.0,1942
the mad masters,36.0,1955
dante's inferno: an animated epic,84.0,2010
the bleeding house,85.0,2011
barrier,110.0,1966
crazy sexy cancer,90.0,2007
aakrosh,120.0,2010
devil's diary,90.0,2007
alambrista!,110.0,1977
androcles and the lion,98.0,1952
super demetrios,110.0,2011
naked ambition: an r rated look at an x rated industry,0.0,2009
don't eat the pictures: sesame street at the metropolitan museum of art,60.0,1983
the atomic submarine,72.0,1959
the baron of arizona,97.0,1950
the five-year engagement,124.0,2012
the white darkness,48.0,2002
icarus xb 1,83.0,1963
men in hope,115.0,2011
spud,103.0,2010
black sun,95.0,1964
the murderer lives at number 21,84.0,1942
judgment in berlin,96.0,1988
elsewhere,100.0,2009
the marc pease experience,84.0,2009
buried alive ii,97.0,1997
one body too many,75.0,1944
slim carter,82.0,1957
in the hands of the gods,106.0,2007
the catechism cataclysm,75.0,2011
the devil's rock,83.0,2011
think like a man,122.0,2012
the lucky one,101.0,2012
diverted,89.0,2009
the first texan,82.0,1956
"good-bye, my lady",94.0,1956
chosin,86.0,2010
nob hill,95.0,1945
bride flight,130.0,2008
chained for life,81.0,1952
the scarlet letter,240.0,1979
if a tree falls: a story of the earth liberation front,85.0,2011
the greening of whitney brown,87.0,2011
safe,94.0,2012
"that day, on the beach",166.0,1983
hamlet,185.0,2009
the fairy,93.0,2011
diaries notes and sketches,180.0,1969
3rd world hero,93.0,2000
kept husbands,76.0,1931
the swell season,91.0,2011
"ella lola, a la trilby",1.0,1898
guilty hands,69.0,1931
l'outremangeur,,2002
jumping the broom,112.0,2011
a story written with water,120.0,1965
feast iii: the happy finish,79.0,2009
red dog,92.0,2011
any questions for ben?,114.0,2012
sweet bunch,154.0,1983
amu,102.0,2005
dark shadows,113.0,2012
the scorpion king: rise of a warrior,109.0,2008
big boys gone bananas!*,90.0,2011
ciao bella,86.0,2007
daylight,74.0,2011
96 minutes,93.0,2011
columbus circle,82.0,2012
the decoy bride,89.0,2011
the headhunter's sister,96.0,1997
angels crest,92.0,2011
viva riva!,96.0,2010
the forgiveness of blood,109.0,2011
among wolves,116.0,2010
edwin boyd: citizen gangster,105.0,2011
beyond the black rainbow,110.0,2010
the last play at shea,90.0,2010
the poker club,82.0,2008
the clown,90.0,2011
creature,95.0,2011
thawing out,28.0,2009
"turkish dance, ella lola",1.0,1898
walking with beasts,180.0,2001
rocket singh: salesman of the year,156.0,2009
vicky donor,122.0,2012
zig zag,105.0,1970
extraordinary stories,245.0,2008
small town of anara,90.0,1978
across the line: the exodus of charlie wright,94.0,2010
three steps above heaven,122.0,2010
the dictator,83.0,2012
thrive,132.0,2011
boys love,90.0,2006
bombay talkie,112.0,1970
border radio,83.0,1987
keyhole,94.0,2011
before the dinosaurs - walking with monsters,87.0,2005
"boys diving, honolulu",1.0,1901
the island president,101.0,2012
the heir apparent: largo winch,108.0,2008
the mighty macs,102.0,2009
my blue heaven,95.0,1950
gifted hands: the ben carson story,86.0,2009
chains,90.0,1949
the woman who dared,105.0,1944
nuoruuteni savotat,,1988
safrana or freedom of speech,110.0,1978
the rose seller,116.0,1998
galileo,145.0,1975
men in black 3,106.0,2012
snow white and the huntsman,127.0,2012
the harvest month,0.0,1956
olympian holiday,108.0,1976
pine flat,138.0,2006
back street,89.0,1941
where east is east,65.0,1929
sound of my voice,85.0,2011
the steel trap,85.0,1952
night of the demons,93.0,2009
the secrets of jonathan sperry,96.0,2008
unnaipol oruvan,120.0,2009
eva,94.0,2011
chernobyl diaries,88.0,2012
chicken with plums,93.0,2011
school of seduction,110.0,2004
you can't win 'em all,97.0,1970
leadbelly,126.0,1976
the pirates! in an adventure with scientists!,88.0,2012
a better life,110.0,2012
hemingway & gellhorn,155.0,2012
the fish child,96.0,2009
hick,99.0,2011
prometheus,124.0,2012
the pact,89.0,2012
phyllis and harold,85.0,2010
letters to god,110.0,2010
bernie,100.0,2012
desi boyz,122.0,2011
ten north frederick,102.0,1958
3 a.m.,88.0,2001
deadline - u.s.a.,87.0,1952
inhale,100.0,2010
rated x: a journey through porn,92.0,1999
just friends?,29.0,2009
take this waltz,116.0,2011
berlin '36,100.0,2009
sound of noise,102.0,2010
the blot,90.0,1921
dr. crippen,98.0,1964
dickson experimental sound film,1.0,1894
wanderlust,98.0,2012
harriet craig,90.0,1950
ladies they talk about,69.0,1933
moonrise kingdom,94.0,2012
there be dragons,112.0,2011
texas killing fields,105.0,2011
kahaani,122.0,2012
superman vs. the elite,76.0,2012
i wish,127.0,2011
stavisky,120.0,1974
never take sweets from a stranger,81.0,1960
get the gringo,95.0,2012
suicide manual,86.0,2003
the keeper,94.0,2009
5 days of war,113.0,2011
"life, above all",100.0,2010
bio slime,90.0,2010
superman: doomsday,75.0,2007
entr'acte,22.0,1924
a lake,90.0,2008
tracy morgan: black & blue,0.0,2010
the importance of tying your own shoes,96.0,2011
the peach thief,84.0,1964
salomé,80.0,1972
outer space,10.0,1999
exporting raymond,86.0,2011
appointment with danger,89.0,1951
vares - the kiss of evil,94.0,2011
a few best men,97.0,2011
late bloomers,88.0,2011
cord,100.0,2000
the deadly tower,100.0,1975
cosmopolis,109.0,2012
house of the rising sun,90.0,2011
a thousand words,91.0,2012
chimpanzee,78.0,2012
love's deadly triangle: the texas cadet murder,93.0,1997
safety not guaranteed,85.0,2012
madagascar 3: europe's most wanted,93.0,2012
bunnyman,90.0,2011
athena,95.0,1954
the lawless,83.0,1950
eaux d'artifice,12.0,1953
inauguration of the pleasure dome,38.0,1954
blackthorn,98.0,2011
your sister's sister,90.0,2011
the needle,81.0,1988
the beekeeper,122.0,1986
dragon ball: curse of the blood rubies,50.0,1986
dragon ball: sleeping princess in devil's castle,45.0,1987
superman/batman: public enemies,67.0,2009
dead space: aftermath,85.0,2010
iria: zeiram the animation,151.0,1994
kidnapped,85.0,2010
this special friendship,99.0,1964
proteus,100.0,2003
dragon ball: mystical adventure,48.0,1988
dragon ball z: the world's strongest,60.0,1990
brave,93.0,2012
beauty and the beast: the enchanted christmas,72.0,1997
front of the class,95.0,2008
alcina,159.0,1999
the pet,94.0,2006
dragon ball z: the tree of might,61.0,1990
pocahontas ii: journey to a new world,72.0,1998
bel ami,102.0,2012
what to expect when you're expecting,110.0,2012
to rome with love,111.0,2012
don't drink the water,100.0,1969
abraham lincoln: vampire hunter,94.0,2012
mad dog coll,88.0,1961
winning,123.0,1969
first position,90.0,2011
4.3.2.1,117.0,2010
beauty #2,66.0,1965
wings in the dark,75.0,1935
detention,93.0,2011
nina frisk,83.0,2007
confession,87.0,1937
kind lady,76.0,1935
planet b-boy,98.0,2008
for greater glory - the true story of cristiada,145.0,2012
woochi : the demon slayer,136.0,2009
sorry if i love you,105.0,2008
torpedo bombers,96.0,1983
taxi hunter,89.0,1993
rock of ages,123.0,2012
seeking a friend for the end of the world,101.0,2012
presto,5.0,2008
jack-jack attack,5.0,2004
hollywood man,107.0,1976
jekyll & hyde,96.0,1990
boundin',5.0,2003
one man band,4.0,2005
a map for saturday,90.0,2007
the silent scream,87.0,1979
ted,106.0,2012
the giant mechanical man,94.0,2012
tin toy,5.0,1988
magic mike,110.0,2012
revenge of the electric car,90.0,2011
dragon ball z: return of cooler,46.0,1992
dragon ball z: cooler's revenge,48.0,1991
blood of the vampire,87.0,1958
disneyland dream,35.0,1956
disney sing-along-songs: under the sea,28.0,1990
pulgasari,95.0,1985
the toughest man in the world,120.0,1984
on the road,137.0,2012
norman,97.0,2010
joffrey: mavericks of american dance,82.0,2012
dragon ball z: super android 13,46.0,1992
dragon ball z: broly - the legendary super saiyan,70.0,1993
virtual jfk: vietnam if kennedy had lived,0.0,2008
extraterrestrial,90.0,2011
cleanskin,108.0,2012
the amazing spider-man,136.0,2012
the barchester chronicles,370.0,1982
dragon ball z: bojack unbound,50.0,1993
reminiscences of a journey to lithuania,76.0,1972
noroi: the curse,115.0,2005
id:a,104.0,2011
a colt is my passport,84.0,1967
coup de grâce,97.0,1976
wrong turn 3: left for dead,91.0,2009
blacksmith scene,1.0,1893
ice age: continental drift,88.0,2012
beasts of the southern wild,93.0,2012
dangerous davies,120.0,1981
dynamite,129.0,1929
the day the fish came out,109.0,1967
people like us,114.0,2012
crazed fruit,86.0,1956
cruel gun story,91.0,1964
flame and women,101.0,1967
euridice ba 2037,96.0,1975
la sociedad del semáforo,110.0,2010
the flying fleet,100.0,1929
savages,131.0,2012
balto ii: wolf quest,75.0,2002
rat king,94.0,2012
bela kiss: prologue,106.0,2013
oneway-ticket to korsør,104.0,2008
candles on bay street,93.0,2006
once upon a time in phuket,105.0,2011
the war,874.0,2007
thomas jefferson,180.0,1997
mooz-lum,95.0,2011
the union,87.0,2012
the miser,125.0,1980
scorcher,91.0,2003
the firm,90.0,2009
red's dream,4.0,1987
spirit camp,0.0,2009
the perfect roommate,100.0,2011
the fatal hour,68.0,1940
geri's game,4.0,1997
my last day without you,90.0,2011
red rover,103.0,2006
madea's witness protection,114.0,2012
the black windmill,106.0,1974
a good night to die,100.0,2003
some guy who kills people,97.0,2011
five minarets in new york,119.0,2010
no problem,140.0,2010
prisoner 701: sasori,101.0,2008
treasure island,180.0,2012
the watch,98.0,2012
vampires,88.0,2010
"drive, he said",95.0,1971
the adventures of mary-kate & ashley: the case of the christmas caper,30.0,1995
the adventures of mary-kate & ashley: the case of the united states navy adventure,30.0,1997
someday this pain will be useful to you,96.0,2011
2 days in new york,91.0,2012
radio on,104.0,1979
2010: moby dick,87.0,2010
physical promise,95.0,1975
terminal usa,54.0,1993
from beginning to end,105.0,2009
the cat in the hat,30.0,1971
"ultramarathon man: 50 marathons, 50 states, 50 days",109.0,2008
killer joe,102.0,2011
jew süss,105.0,1934
the gospel of judas,90.0,2006
dragon ball z: broly - second coming,48.0,1994
king of thorn,105.0,2009
bob funk,106.0,2009
dragon ball z: bio-broly,50.0,1994
dragon ball z: fusion reborn,55.0,1995
in the grip of passion,90.0,1947
"lost, lost, lost",180.0,1976
anaconda 3: offspring,91.0,2008
wild bill,98.0,2011
pete smalls is dead,95.0,2010
being flynn,102.0,2012
the drum,104.0,1938
elephant boy,80.0,1937
the forger,96.0,2011
a child's christmas in wales,55.0,1987
a christmas carol,95.0,1999
goodbye charlie,116.0,1964
rage,89.0,2009
knick knack,4.0,1989
for the birds,3.0,2000
ruby sparks,104.0,2012
total recall,121.0,2012
le donk & scor-zay-zee,71.0,2009
388 arletta avenue,87.0,2011
the craigslist killer,95.0,2011
babycall,96.0,2011
the fantastic four,90.0,1994
bertie and elizabeth,120.0,2002
infection,98.0,2004
the angels' share,101.0,2012
carbon nation,86.0,2011
a dangerous man,94.0,2009
the immature,108.0,2011
morning of the earth,79.0,1971
dragon ball z: wrath of the dragon,51.0,1995
dragon ball z: bardock - the father of goku,48.0,1990
marriage retreat,97.0,2011
vampire journals,92.0,1997
dikkenek,84.0,2006
la classe américaine,72.0,1993
a necessary death,101.0,2008
oranges,13.0,2004
icarus,88.0,2010
in the name of the king 2: two worlds,96.0,2011
the door,103.0,2009
dragon ball z: the history of trunks,48.0,1993
dragon ball gt: a hero's legacy,45.0,1997
the kiss,1.0,1896
sidewalls,95.0,2011
dick tracy vs. cueball,62.0,1946
stash house,95.0,2012
one in the chamber,91.0,2012
decoys 2: alien seduction,94.0,2007
ax 'em,70.0,1992
hierro,94.0,2009
the tortoise and the hare,9.0,1935
steak,82.0,2007
the legend of bigfoot,76.0,1976
neil young journeys,87.0,2012
the capture of bigfoot,92.0,1979
dragon eyes,88.0,2012
"love, wedding, marriage",90.0,2011
the little mermaid: ariel's beginning,77.0,2008
bag it,74.0,2011
skyfall,143.0,2012
the thrushes are still singing,123.0,1979
hands over the city,105.0,1963
the householder,100.0,1963
mais qui a tué pamela rose ?,95.0,2003
louise-michel,94.0,2008
forest warrior,93.0,1996
the campaign,85.0,2012
taistelu näsilinnasta 1918,0.0,2012
brake,92.0,2012
hope springs,100.0,2012
k-20: the fiend with twenty faces,137.0,2008
warning from space,87.0,1956
logan's war:  bound by honor,90.0,1998
the president's man: a line in the sand,90.0,2002
the queen of versailles,100.0,2012
33 postcards,97.0,2011
the cutter,92.0,2005
tender comrade,102.0,1943
amish grace,88.0,2010
female agents,117.0,2008
"captain video, master of the stratosphere",287.0,1951
run sister run!,112.0,2010
secret reunion,116.0,2010
war of the dead,86.0,2011
the one percent,77.0,2006
primal,80.0,2010
dreams that money can buy,99.0,1947
profound desires of the gods,173.0,1968
"see you in hell, my darling",110.0,1999
the rickshaw man,103.0,1958
identification marks: none,73.0,1965
i am waiting,91.0,1957
chillerama,120.0,2011
the cub tiger from kwang tung,80.0,1973
not scared to die,87.0,1973
karate girl,92.0,2011
i am bruce lee,90.0,2012
on top of the whale,90.0,1982
heroic purgatory,118.0,1970
beloved,139.0,2011
wagner's dream,115.0,2012
little birds,94.0,2011
i hate but love,106.0,1962
in custody,126.0,1994
the heroine,84.0,1973
paranorman,90.0,2012
diary of a wimpy kid: dog days,94.0,2012
how bruce lee changed the world,120.0,2009
the rites of may,105.0,1977
the great sacrifice,98.0,1944
immensee,87.0,1943
bells of innocence,110.0,2003
the phd movie,65.0,2011
operación cannabis,,2009
war of the arrows,122.0,2011
hara-kiri: death of a samurai,126.0,2011
goats,92.0,2012
celeste & jesse forever,91.0,2012
aliisa,80.0,1970
our children,111.0,2012
hit & run,100.0,2012
garden party,88.0,2008
