,crew,id
23441,['Joel Hopkins'],209249
23442,['Michael Switzer'],99312
23443,['Seth MacFarlane'],188161
23444,['Roger Kay'],109133
23445,['Marco Ferreri'],42200
23446,['Christina Yao'],31185
23447,['Jason M. Fitzpatrick'],252147
23448,['Matt Mahurin'],51069
23449,['Doug Liman'],137113
23450,['Pantelis Voulgaris'],228339
23451,['Philippe de Chauveron'],262391
23452,['Jacques Demy'],185949
23453,['Al Reinert'],173192
23454,['Rudolph Maté'],60643
23455,['John Curran'],203819
23456,['Christopher McQuarrie'],177677
23457,['Nick Willing'],106938
23458,['Christian T. Petersen'],20880
23459,['Peter R. Hunt'],64923
23460,['Sam Wanamaker'],75130
23461,['Craig Gillespie'],198185
23462,['Michael Doneger'],255497
23463,['Darren Stein'],174323
23464,['Jesús Franco'],39567
23465,['Alison Murray'],281908
23466,['Laurie Collyer'],173908
23467,['Shaul Schwarz'],159012
23468,['Wong Ching-Po'],248376
23469,['John Ridley'],192133
23470,['Jean Becker'],62876
23471,['Jean Becker'],54544
23472,['Gilbert Cates'],181753
23473,['Craig Moss'],255268
23474,['Kurt Neumann'],256118
23475,['Richard Brooks'],91245
23476,['Simon Davidson'],79778
23477,['Vlad Yudin'],207021
23478,['Brian G. Hutton'],120653
23479,['Takashi Shimizu'],82657
23480,['Christopher Hatton'],185471
23481,['Edward Buzzell'],42886
23482,['Mark Harris'],245175
23483,['Alan J. Pakula'],46941
23484,['Irv Drasnin'],160008
23485,['Joe Piscatella'],267752
23486,['Dheeraj Akolkar'],136786
23487,['Assi Dayan'],234154
23488,['Dimitri Buchowetzki'],175339
23489,['Mark Mori'],220494
23490,['Clive Donner'],163376
23491,['James Kirkwood'],92349
23492,['Hong Khaou'],248212
23493,['Emilio Aragón'],248688
23494,['Fred Zinnemann'],217948
23495,['Andrew L. Stone'],4926
23496,['Josh Boone'],222935
23497,['Don McKellar'],209185
23498,['Jonathan Hensleigh'],40458
23499,['Josh C. Waller'],174682
23500,['Kasi Lemmons'],175541
23501,['Giorgio Serafini'],220820
23502,['Toshiyuki Hiruma'],105875
23503,['Henry Miller'],79906
23504,['Hélène Giraud'],140870
23505,['Billy Bob Thornton'],94671
23506,['John Brahm'],40485
23507,['Edmond T. Gréville'],93057
23508,['Fred F. Sears'],106042
23509,['Phil Flores'],128841
23510,['Byron Howard'],82881
23511,['Francisco Franco'],202238
23512,['William Castle'],61221
23513,['George Sherman'],44631
23514,['George B. Seitz'],43808
23515,['Lew Landers'],104556
23516,['Paul Leni'],131366
23517,['Lamont Johnson'],50379
23518,['Michael Roemer'],41943
23519,['Hiroyuki Okiura'],100271
23520,['David Cronenberg'],157851
23521,['Sandra Nettelbeck'],1731
23522,['Olivier Van Hoofstadt'],15942
23523,['Wolfgang Murnberger'],78463
23524,['Ralph Nelson'],68247
23525,['George McCowan'],41415
23526,['Ben Cotner'],250651
23527,['Denis Hennelly'],201066
23528,['Darren Paul Fisher'],218425
23529,['Tom Vaughan'],93837
23530,['Jorge Dorado'],227700
23531,['Gregory Kohn'],83406
23532,['James Seale'],208182
23533,['Michael Rosenbaum'],228028
23534,['Hiner Saleem'],126676
23535,['Jared Cohn'],114574
23536,['Phil Lord'],187017
23537,['Paolo Virzì'],244088
23538,['Antoine Fuqua'],156022
23539,['So Yong Kim'],84201
23540,['Dean DeBlois'],82702
23541,['Lawrie Brewster'],228915
23542,['Volker Schlöndorff'],102272
23543,['Didier Bourdon'],38195
23544,['Alejandro González Iñárritu'],194662
23545,['Andrucha Waddington'],48573
23546,['Connie Stevens'],50028
23547,['Jean-Marc Barr'],112160
23548,['Thomas Carr'],275573
23549,['Terence Fisher'],38962
23550,['Douglas Hickox'],226630
23551,['Patrick Hasson'],254126
23552,['Gustav Machatý'],240594
23553,['Otto Preminger'],78355
23554,['Frank Perry'],84796
23555,['Muriel Coulin'],87368
23556,['Josh Stolberg'],209780
23557,['Doug Hamilton'],177703
23558,['Daniel Gillies'],250605
23559,['Marc Levin'],213342
23560,['Matt Johnson'],159770
23561,['Alan Cooke'],119575
23562,['Leslie H. Martinson'],172475
23563,['Simon Wincer'],86283
23564,['William Conrad'],28497
23565,[],21974
23566,['Larisa Shepitko'],146521
23567,['George Schlatter'],91722
23568,['Frank Launder'],28006
23569,[],164379
23570,['Marcel Rasquin'],51976
23571,['Charlie Paul'],140456
23572,['Mac Carter'],146243
23573,['Alexandre O. Philippe'],250577
23574,['Glenn Gaylord'],159701
23575,['Roy Ward Baker'],26480
23576,['Zhang Yimou'],259943
23577,['Richard Linklater'],85350
23578,['Karen Moncrieff'],253279
23579,['Martin Persson'],256593
23580,['Ryan Little'],133558
23581,['Joshua Logan'],86297
23582,['Tim Story'],184098
23583,['Sidney Lanfield'],43868
23584,['J.B. Rogers'],31880
23585,['Clint Eastwood'],209451
23586,['Evan Kelly'],77444
23587,['Rod Hardy'],27460
23588,['John Gilling'],58733
23589,['Andreas Öhman'],139575
23590,['Frank Tashlin'],44769
23591,['Brian Knappenberger'],250658
23592,['Freida Lee Mock'],159137
23593,['Perttu Leppä'],90829
23594,['Friðrik Þór Friðriksson'],140783
23595,['Doug Block'],262390
23596,['Francesco Maselli'],110823
23597,['Carol Reed'],151431
23598,['Nicholas Ray'],84364
23599,['René Clément'],140825
23600,['Michael Bay'],91314
23601,['Ragnar Bragason'],215042
23602,['Lou Lombardo'],242102
23603,['Christopher Guest'],74629
23604,['Eldar Rapaport'],86549
23605,['Don Sharp'],50761
23606,['Irving Cummings'],72473
23607,['John A. Alonzo'],259975
23608,['Charlie Siskel'],169607
23609,['Władysław Pasikowski'],204968
23610,['Brice Mack'],66762
23611,['Stanley M. Brooks'],206192
23612,['Ivan Frank'],21798
23613,['Maurice Elvey'],89187
23614,['Lenny Abrahamson'],171372
23615,['Dag Johan Haugerud'],133411
23616,['Tim Hamilton'],13167
23617,['N.C. Heikin'],295958
23618,['Nana Ekvtimishvili'],176403
23619,['Naomi Foner Gyllenhaal'],70706
23620,['Stephen Poliakoff'],43741
23621,['William Girdler'],64976
23622,['Franco Prosperi'],80653
23623,['Mickalene Thomas'],288162
23624,['David Wain'],180296
23625,['Antony Thomas'],248888
23626,['Valeria Golino'],186988
23627,['Clarence Brown'],212899
23628,['Roberts Gannaway'],218836
23629,['Robert Hartford-Davis'],100088
23630,['Fernando Di Leo'],127091
23631,['Godfrey Grayson'],88061
23632,['Chiemi Karasawa'],174319
23633,['King Vidor'],120673
23634,['David Attwood'],50032
23635,['Gareth Maxwell Roberts'],79255
23636,['David Murphy'],72951
23637,['Ben Kellett'],262340
23638,['Richard C. Sarafian'],118887
23639,['Arthur Lubin'],43387
23640,['Eric Kissack'],278878
23641,['Jason Osder'],174352
23642,['Ben Falcone'],226486
23643,['Kundan Shah'],15419
23644,['John Alan Simon'],139406
23645,['Gérard Blain'],219823
23646,['Gérard Blain'],264723
23647,['Keiichi Hara'],64246
23648,['Jennifer Kent'],242224
23649,['Juan Piquer Simón'],28440
23650,['Joshua Zeman'],279661
23651,['Roy William Neill'],29126
23652,['Hiroshi Ando'],99647
23653,['Jeong-Kuk Lee'],108636
23654,['William Keighley'],114838
23655,['Kornél Mundruczó'],267999
23656,['Damien Chazelle'],244786
23657,['Guy Green'],213635
23658,['David Fincher'],210577
23659,['Dax Shepard'],48375
23660,['Paul Mazursky'],92323
23661,['Phil Alden Robinson'],152790
23662,['Steve James'],250766
23663,['Mika Kaurismäki'],88059
23664,['Hunter Weeks'],49445
23665,['Alex Gibney'],250705
23666,['Mahesh Bhatt'],159090
23667,['Kenn MacRae'],257974
23668,['Paul Osborne'],184866
23669,['Burt Brinckerhoff'],104528
23670,['Mariano Ozores'],204007
23671,['Søren Balle'],252200
23672,['David Lowell Rich'],121401
23673,['Michele Massimo Tarantini'],86640
23674,['Elia Suleiman'],49104
23675,['Matt Reeves'],119450
23676,['Derek Yee Tung-Sing'],83721
23677,['Robert Clouse'],32053
23678,['Anubhav Sinha'],41517
23679,['Kurando Mitsutake'],258750
23680,['Gérard Blain'],108574
23681,['Gérard Blain'],335340
23682,['David Oliveras'],26823
23683,['Chapman Way'],250700
23684,['Ryûhei Kitamura'],123109
23685,['Marc H. Simon'],89873
23686,['Lesley Selander'],129974
23687,['Cameron Casey'],102668
23688,['Nick Lyon'],169298
23689,['R.G. Springsteen'],128437
23690,['Petra Epperlein'],39155
23691,['Alexandros Avranas'],211052
23692,['William Dieterle'],109716
23693,['Frank Tashlin'],101281
23694,['Roger Corman'],29058
23695,['Jack Garfein'],80264
23696,['Gérard Blain'],198453
23697,['Bethel Buckalew'],84801
23698,['Ted Kotcheff'],32143
23699,['William A. Wellman'],43499
23700,['Scott Derrickson'],184346
23701,['Joan Carr-Wiggin'],168426
23702,['Garrett Batty'],224076
23703,['Tim Wolochatiuk'],121135
23704,['Rolf de Heer'],265349
23705,['Brian Herzlinger'],209920
23706,['Niall MacCormick'],85788
23707,['Rob Reiner'],253235
23708,['Masayuki Ochiai'],259233
23709,['Jordan Barker'],227877
23710,['Craig Monahan'],254143
23711,['James Huth'],44588
23712,['Dan Beers'],253310
23713,['Ed Hunt'],40222
23714,['Thomas S. Alderman'],106402
23715,['Edo Tagliavini'],73250
23716,['Timo Rose'],206574
23717,['Bob Misiorowski'],71704
23718,['Noel Tan'],262267
23719,['Jean Painlevé'],148243
23720,['Jake Kasdan'],225886
23721,['Casper Andreas'],105789
23722,['Rainer Erler'],64627
23723,['George Mihalka'],98094
23724,['Bernard McEveety'],101308
23725,['James Erskine'],65096
23726,['Mike Cahill'],244267
23727,['Hideaki Anno'],30146
23728,['Jang Hoon'],79553
23729,['Nathan Clarke'],238067
23730,['Paolo Sorrentino'],53482
23731,['James DeMonaco'],238636
23732,['William K. Howard'],146919
23733,['Norman Taurog'],43257
23734,['Ralph Smart'],89551
23735,['Fred Schepisi'],214075
23736,['James Gunn'],118340
23737,['René Clair'],132263
23738,['Liz Garbus'],63358
23739,['John Lafia'],53870
23740,['Hélène Cattet'],208284
23741,['William Eubank'],242095
23742,['Laís Bodanzky'],74294
23743,['D. Ross Lederman'],99324
23744,['Walter Lang'],121234
23745,['Justin Meeks'],145668
23746,['Arthur Allan Seidelman'],298158
23747,['Ken Loach'],262958
23748,['Jeremy M. Inman'],200051
23749,['Bobcat Goldthwait'],185460
23750,['Patrick Hughes'],138103
23751,['Ali Zafar'],250551
23752,['Sanjay Leela Bhansali'],235984
23753,['Mohit Suri'],276935
23754,['Anurag Basu'],37737
23755,['Brett Ratner'],184315
23756,['Eric Idle'],282268
23757,['Sophia Turkiewicz'],279414
23758,['Frank Piasechi Poulsen'],79773
23759,['Daniel Patrick Carbone'],163710
23760,['Ulrich Seidl'],150897
23761,['Benoît Jacquot'],44527
23762,['Oxide Pang Chun'],56329
23763,['Anton Corbijn'],157849
23764,['George B. Seitz'],47401
23765,['Sara St. Onge'],159667
23766,['Zach Braff'],231576
23767,['Kei Kumai'],12470
23768,['William Dieterle'],158219
23769,['Edward Bernds'],87966
23770,"[""Roscoe 'Fatty' Arbuckle""]",38691
23771,['Fred C. Newmeyer'],44405
23772,['John Sayles'],172542
23773,['Pier Giuseppe Murgia'],46853
23774,['Kyle Patrick Alvarez'],156713
23775,['Kenny Young'],114577
23776,['Uli Edel'],34469
23777,['Marc Erlbaum'],70005
23778,['Edward H. Griffith'],168031
23779,['Ryan Combs'],44752
23780,['Anton King'],113091
23781,['Sherry Hormann'],136616
23782,['León Klimovsky'],29313
23783,['Nils Malmros'],191293
23784,['Miguel Hermoso'],162372
23785,['Daniel Sánchez Arévalo'],215848
23786,['Lew Landers'],109913
23787,['Gordon Douglas'],108003
23788,['James Parrott'],50916
23789,['Giulio Paradisi'],54013
23790,['John Farrow'],25722
23791,['Paul Lynch'],40990
23792,['Olle Hellbom'],21393
23793,['John Butler'],215962
23794,['Julie Davis'],31896
23795,['Peter Werner'],70476
23796,['Émile Gaudreault'],26566
23797,['Laurent Bénégui'],60106
23798,['Gustavo Cova'],35837
23799,['Louis Lumière'],82120
23800,['Richard Gabai'],27906
23801,['Kat Candler'],244536
23802,['Michael Winterbottom'],242088
23803,['Jan Švankmajer'],60316
23804,['Diane Kurys'],199977
23805,['Dave Green'],238603
23806,['Georg Maas'],149893
23807,['Jérôme Salle'],57331
23808,['G.W. Pabst'],80705
23809,['Jillian Schlesinger'],169760
23810,['Kate Logan'],262904
23811,['Aku Louhimies'],161056
23812,[],164419
23813,['Trish Sie'],243683
23814,['William Beaudine'],118953
23815,['Bruno VeSota'],46076
23816,['Herbert L. Strock'],63333
23817,['Jeremy Snead'],269100
23818,['Christopher Riley'],276621
23819,['Kent Jones'],116495
23820,['Henri Cartier-Bresson'],438144
23821,"[""Kevin O'Neill""]",284711
23822,['Michael Curtiz'],53865
23823,['Charlie Chaplin'],53425
23824,['David Engelbach'],27270
23825,['André Cayatte'],204213
23826,['George B. Seitz'],92848
23827,['Ken Kwapis'],63334
23828,['Jeff Baena'],244566
23829,['Leni Riefenstahl'],7983
23830,['James Savoca'],69325
23831,['Seymour Robbie'],50372
23832,['Matthew Saville'],209269
23833,['David Michôd'],157845
23834,['John Dower'],261813
23835,['Samuel Fuller'],4992
23836,['Olivier Baroux'],44155
23837,['Tate Taylor'],239566
23838,['Barry Avrich'],192143
23839,['Paul Crowder'],217316
23840,['Won Shin-Yeon'],242454
23841,['Armen Evrensel'],167948
23842,['Allison Berg'],212849
23843,['Frank Powell'],38730
23844,['Woody Allen'],229297
23845,['Claude Miller'],61991
23846,['Dan Curtis'],61050
23847,['Arthur Hiller'],36964
23848,['Don Sharp'],60287
23849,['William Girdler'],78075
23850,['Kat Coiro'],139997
23851,['Nuri Bilge Ceylan'],265169
23852,['Jason DaSilva'],159160
23853,['Edward Sedgwick'],53576
23854,['Hans Petter Moland'],252822
23855,['Gerard Johnstone'],253306
23856,['Rémi Bezançon'],94196
23857,['Didier Tronchet'],64934
23858,['Michael Armstrong'],84986
23859,['Yves Robert'],18628
23860,['Lasse Hallström'],228194
23861,['Ethan Spaulding'],242643
23862,['Quentin Lee'],192623
23863,['Jeremy Grant'],133786
23864,['Henry King'],117959
23865,['Joseph H. Lewis'],30195
23866,['Sam Wood'],151310
23867,['Ho Meng-Hua'],107891
23868,['Hitoshi Matsumoto'],193722
23869,['Peter Carter'],67822
23870,['Grace Lee'],201361
23871,['Ho Meng-Hua'],107828
23872,['Luigi Bazzoni'],42676
23873,['Zachary Donohue'],244610
23874,['Talya Lavie'],261825
23875,['Richard Loncraine'],120212
23876,['Victor Saville'],161602
23877,['Jay Gammill'],106337
23878,['John Mackenzie'],47517
23879,['Lilly Wachowski'],76757
23880,['Jonathan Liebesman'],98566
23881,['Richie Mehta'],273404
23882,['Natalia Meta'],296778
23883,['Ron Chapman'],254446
23884,['James Keach'],56085
23885,['Raymond De Felitta'],243935
23886,['Satyajit Ray'],112999
23887,['Sylvain Chomet'],48347
23888,['John V. Soto'],137876
23889,['Phillip Noyce'],227156
23890,['Carlos Bolado'],62045
23891,['Jenée LaMarque'],174337
23892,['Andrew Lau'],286709
23893,['Stephen Fell'],53544
23894,['William Nigh'],59701
23895,['C.W. Cressler'],210739
23896,['Mark Lewis'],54487
23897,['Jeanne Jordan'],81543
23898,['Eric Idle'],143295
23899,['Jack Conway'],42825
23900,['Sam Wood'],53860
23901,['Luke Greenfield'],193893
23902,['I. Robert Levy'],5800
23903,['Diablo Cody'],152756
23904,['Niko von Glasow'],240679
23905,['Brad Bernstein'],124069
23906,['Henry Koster'],64129
23907,['Adam Bernstein'],30057
23908,['John Korty'],57868
23909,['Burt Topper'],42796
23910,['Larisa Shepitko'],146428
23911,['Igor Kalenov'],25032
23912,['Michael Gordon'],37352
23913,['Ask Hasselbalch'],198436
23914,['Ask Hasselbalch'],314285
23915,['Shinji Aramaki'],269650
23916,['Mark Mann'],124972
23917,['Gerald Thomas'],22937
23918,['Robert Enrico'],74767
23919,['Frédéric Schoendoerffer'],69225
23920,[],55225
23921,['Fred F. Sears'],292893
23922,['Huck Botko'],258805
23923,['Arthur Dreifuss'],108010
23924,['André Hunebelle'],56268
23925,['Damon Beesley'],242022
23926,['Robert Harmon'],22555
23927,['Eric Valette'],36138
23928,['Gianni Amelio'],85547
23929,['Med Hondo'],162532
23930,['Gaston Kaboré'],178606
23931,['James Hill'],56354
23932,['Bob Clark'],71320
23933,['Bob Clark'],81828
23934,['James Kondelik'],275619
23935,['Kenji Mizoguchi'],43877
23936,['James Ivory'],112087
23937,['Ray Nazarro '],292294
23938,['Ti West'],211067
23939,['Duane Adler'],212769
23940,['Robert Rodriguez'],189
23941,['Ellie Kanner'],255491
23942,['Arthur Dreifuss'],272261
23943,['Chadd Harbold'],213417
23944,['Charles Lederer'],65210
23945,['R.J. Cutler'],249164
23946,['Kevin Dunn'],33209
23947,['Jack Lee'],257377
23948,['Moustapha Akkad'],86997
23949,['Alex Segal'],122698
23950,['Delbert Mann'],358199
23951,['Risto Jarva'],290274
23952,['Andrea Blaugrund'],75785
23953,['Hisao Kurosawa'],123561
23954,['Fu Shen'],95372
23955,['Ivan Kavanagh'],265010
23956,['Kelly Reichardt'],157823
23957,['Gordon Flemyng'],31937
23958,['Ela Thier'],176069
23959,['Joseph Losey'],85765
23960,['Axel Petersén'],82760
23961,['Richard Fleischer'],44022
23962,['Gordon Douglas'],32142
23963,['Joe Halderman'],360380
23964,['Zack Parker'],211065
23965,['Eliseo Subiela'],297677
23966,['Sergey Bondarchuk'],198460
23967,['Claude Lelouch'],76329
23968,['Matthew Weiner'],209244
23969,['John Feldman'],41810
23970,['Edward L. Cahn'],203245
23971,['Abel Ferrara'],197696
23972,['Luc Dardenne'],221902
23973,['Aleksi Mäkelä'],257668
23974,['Maurice Elvey'],29705
23975,['Tolga Örnek'],60228
23976,['David F. Sandberg'],259761
23977,['T.L.P. Swicegood'],56702
23978,['Michael Evans'],297167
23979,['James B. Brown'],288427
23980,['Dušan Hanák'],245184
23981,['Ron Ormond'],83310
23982,['Tony Palmer'],98355
23983,['James Ward Byrkit'],220289
23984,['Jack Conway'],202125
23985,['Gary Lundgren'],262357
23986,['Phil Rosen'],38467
23987,['Rob Meyer'],174326
23988,['Paul Cox'],91207
23989,['George Fitzmaurice'],127812
23990,['Juhn Jai-hong'],25747
23991,['Nicholas DiBella'],180856
23992,['Sebastian del Amo'],261101
23993,['Grégory Levasseur'],282813
23994,['Eduardo Sánchez'],124470
23995,['Kate Davis'],39398
23996,['Daniel Schechter'],209189
23997,['John Stockwell'],273621
23998,['John Erick Dowdle'],256274
23999,['Ray Milland'],89092
24000,['Sut Jhally'],64973
24001,[],64522
24002,['Syllas Tzoumerkas'],285692
24003,['Phil Rosen'],38462
24004,['William Beaudine'],40951
24005,['Irving Cummings'],47571
24006,['Mike Eschmann'],74950
24007,['D. Ross Lederman'],252956
24008,[],273656
24009,['Charlie McDowell'],242090
24010,['Matt Bissonnette'],46737
24011,['Marco van Geffen'],119700
24012,['Drew Tobia'],189277
24013,['Sut Jhally'],281468
24014,['Sut Jhally'],135800
24015,['Sut Jhally'],64683
24016,['Pen-Ek Ratanaruang'],88573
24017,['Daniel Monzón'],247182
24018,['Cody Calahan'],207780
24019,['Leopold Grün'],2692
24020,['Sut Jhally'],254775
24021,['Adam Wingard'],241848
24022,['D.A. Pennebaker'],187458
24023,['Zach Lipovsky'],126172
24024,['Jennifer M. Kroot'],250777
24025,['Bruce Pittman'],402857
24026,['James D. Rolfe'],94590
24027,['Lasse Hallström'],76846
24028,['George Cukor'],242683
24029,['Robert Marcarelli'],98250
24030,['Satyajit Ray'],198567
24031,['Enid Zentelis'],174314
24032,['Paul Annett'],40218
24033,['Paul Stekler'],173300
24034,['Alan Zweig'],116569
24035,['Stanley Kramer'],147106
24036,['Harvey Hart'],56364
24037,['Peter W. Kunhardt'],285597
24038,['Walter Doniger'],117969
24039,['Ted Tetzlaff'],49503
24040,['Robert Z. Leonard'],203024
24041,['Gordon Parks Jr.'],201283
24042,['Louis Malle'],177335
24043,['Edward Buzzell'],242131
24044,['Roy Del Ruth'],118245
24045,['Chandler Tuttle'],35568
24046,['Oliver Stone'],329227
24047,['Lasse Hallström'],76047
24048,['David Lipke'],291162
24049,['Robert Emmett Tansey'],285946
24050,['William Nigh'],242475
24051,['Rowland V. Lee'],286402
24052,['Davis Doi'],57277
24053,['Peter Collinson'],107146
24054,['Isao Takahata'],52686
24055,['Nikita Mikhalkov'],124295
24056,['Jean-Pierre Jeunet'],47860
24057,['Talal Derki'],238561
24058,['Rowan Joffe'],204922
24059,['John Wellington Ennis'],288916
24060,['John Pilger'],267539
24061,['James Manera'],199933
24062,['Veit Harlan'],212530
24063,['Joseph Anthony'],216859
24064,['Matthew Warchus'],234200
24065,['Steven Quale'],216282
24066,['Jason Stone'],283384
24067,['Peter Engert'],188839
24068,['Paul Haggis'],192145
24069,['Leigh Janiak'],254191
24070,['John Slattery'],244517
24071,['William Dieterle'],80853
24072,['Michaël R. Roskam'],154400
24073,['Alan Polsky'],80318
24074,['Lee Sholem'],98116
24075,['Iain Forsyth'],246400
24076,['Jeremiah Zagar'],250650
24077,['Liz Garbus'],288130
24078,['Branden Chambers'],184322
24079,['Craig Johnson'],244772
24080,['Keiichi Sato'],287590
24081,['Jimmy ScreamerClauz'],169314
24082,['Marv Newland'],3171
24083,['Larry Cohen'],27740
24084,['George Marshall'],117992
24085,['Jim Wynorski'],83188
24086,['Edgar G. Ulmer'],121975
24087,['No Deok'],180252
24088,['Wayne Wang'],135418
24089,['Phillip Noyce'],88285
24090,['Joshua Leonard'],27286
24091,['Paul Lynch'],71181
24092,['Michael Anderson'],2965
24093,['Gerald Thomas'],32109
24094,['André De Toth'],72472
24095,['Lewis Gilbert'],33814
24096,['Harry Lachman'],29328
24097,[],16091
24098,['Stephen Gyllenhaal'],96600
24099,['Lamont Johnson'],72114
24100,['Eric Schwartz'],179799
24101,['John Ford'],269710
24102,['Peter Chan'],196325
24103,['Bryan Forbes'],87151
24104,['Wes Ball'],198663
24105,['Sam Miller'],136835
24106,['Peter Sattler'],244506
24107,['Erich Weiss'],54336
24108,['John Ford'],166643
24109,['Gianfranco Rosi'],171061
24110,['John Junkerman'],55222
24111,['John Junkerman'],13434
24112,['D.W. Griffith'],193827
24113,['Александр Зельдович'],79611
24114,['Anatole Litvak'],26376
24115,['David Schmoeller'],109565
24116,['Cristian Nemescu'],34064
24117,['Sergiu Nicolaescu'],179519
24118,['Alex Jones'],16986
24119,['Kilian Riedhof'],79016
24120,['Masakazu Higuchi'],343693
24121,['Anthony C. Ferrante'],248504
24122,['Lone Scherfig'],270302
24123,['Scott Frank'],169917
24124,['Daniel Geller'],223632
24125,['Israel Horovitz'],282296
24126,['Gordon Parks Jr.'],95966
24127,['Johanna Hamilton'],261855
24128,['Josef Steiff'],358724
24129,['Kevin Asch'],261770
24130,['Des McAnuff'],265832
24131,['Lynn Shelton'],244264
24132,['Costa-Gavras'],60859
24133,['Les Blank'],124019
24134,['Les Blank'],85633
24135,['Yuval Adler'],215935
24136,['Stuart Murdoch'],245859
24137,['Jessica Yu'],264767
24138,['Sara Dosa'],285026
24139,['Tay Garnett'],29835
24140,[],287831
24141,['Andy Hamilton'],276843
24142,['Alex Jones'],26750
24143,['Sergei Parajanov'],154653
24144,['Alejandro Jodorowsky'],32891
24145,['Ben Wagner'],279967
24146,['Veiko Õunpuu'],211879
24147,['Ruben Östlund'],265189
24148,['Marcus H. Rosenmüller'],13914
24149,['Marcus H. Rosenmüller'],2195
24150,['Marcus H. Rosenmüller'],12523
24151,['Marcus H. Rosenmüller'],8948
24152,['Marcus H. Rosenmüller'],84857
24153,['Marcus H. Rosenmüller'],117464
24154,['Jerry Buteyn'],19996
24155,['Larry Parr'],237202
24156,['D.W. Griffith'],127105
24157,['Umberto Lenzi'],94069
24158,['D.W. Griffith'],42553
24159,['Randall Miller'],111479
24160,['Adrian Pasdar'],182799
24161,['Virgil W. Vogel'],67493
24162,['Tommy Lee Jones'],264656
24163,['Stanley Kwan'],68004
24164,['Diego Luna'],230779
24165,['Henry King'],127798
24166,['Stuart Heisler'],87621
24167,['Mario Monicelli'],54561
24168,['Etienne Périer'],38654
24169,['Mike Clattenburg'],257451
24170,['Manoel de Oliveira'],103701
24171,['René Laloux'],116352
24172,['René Laloux'],69559
24173,['Tetsuya Nakashima'],251981
24174,['Roger Donaldson'],254904
24175,['Shin Tae-Ra'],18374
24176,['William Friedkin'],42648
24177,['Norman Lear'],42493
24178,['Gregg Araki'],157825
24179,['René Laloux'],116351
24180,['Tom Gries'],17200
24181,['David Worth'],52314
24182,['Mark Hartley'],282041
24183,['Todd Alcott'],198182
24184,['Shane Dawson'],292483
24185,['Baran bo Odar'],284427
24186,['William Brent Bell'],222461
24187,['Abbas Kiarostami'],287877
24188,['Adam Ripp'],60828
24189,['Alice Rohrwacher'],64835
24190,['Jonas Alexander Arnby'],270668
24191,['Anthony Stacchi'],170687
24192,['Isao Takahata'],149871
24193,['Stephen Chow'],37702
24194,['Larry Brand'],241261
24195,['Nicholas D. Wrathall'],174324
24196,['Gabe Klinger'],219054
24197,['Bruno Irizarry'],199415
24198,['Lewis Allen'],27212
24199,['Howard Hawks'],110887
24200,['Chester Erskine'],84540
24201,['Andrew Marton'],205004
24202,['René Laloux'],69328
24203,['René Laloux'],116350
24204,['Sergei M. Eisenstein'],47703
24205,['Arne Skouen'],20372
24206,['Erik Løchen'],102913
24207,['Rasmus Breistein'],102024
24208,['Aarón Fernández Lesur'],209440
24209,['Shawn Levy'],239678
24210,['Brandon Christopher'],93115
24211,['Scott Mactavish'],179822
24212,['Marco Martins'],53042
24213,['Kjell Sundvall'],230295
24214,['Roy Del Ruth'],295507
24215,['Mamoru Oshii'],15916
24216,['Alex Gibney'],140481
24217,['Chris Marker'],142375
24218,['Chris Marker'],123742
24219,['Joshua Oppenheimer'],267480
24220,['Anthony Harvey'],15478
24221,['Jason Connery'],57812
24222,['Chris Marker'],126141
24223,['Kaare Andrews'],157424
24224,['Clint Eastwood'],190859
24225,['Claudia Myers'],263855
24226,['Kevin Smith'],246403
24227,['Ciro Ippolito'],42416
24228,['Marek Najbrt'],37630
24229,['Peter Chelsom'],254375
24230,['Juno Mak'],210911
24231,['Ettore Scola'],65485
24232,['Ettore Scola'],58509
24233,['Jesse Moss'],250666
24234,['Frank Tashlin'],42581
24235,['Frank Tashlin'],43259
24236,['Yoshihiro Ishikawa'],140513
24237,['Myroslav Slaboshpytskyi'],271397
24238,['Sarah Spillane'],215928
24239,['Jack Plotnick'],253312
24240,['Alexandre Aja'],149509
24241,['John R. Leonetti'],250546
24242,['Joe Brewster'],158997
24243,['Göran Graffman'],8445
24244,['Erwin C. Dietrich'],86493
24245,['Chuck Jones'],26730
24246,['Maya Deren'],44445
24247,['Maya Deren'],104378
24248,['Massimo Pupillo'],22758
24249,['Amando de Ossorio'],28690
24250,['Thom Fitzgerald'],43749
24251,['Nacho Vigalondo'],151368
24252,['Joe Swanberg'],244534
24253,['Max Nichols'],286554
24254,['Sergio Garrone'],91878
24255,['Sergio Garrone'],56386
24256,['Clarence Brown'],50079
24257,['Lloyd A. Simandl'],52315
24258,['Liu Chia-Liang'],26615
24259,['William Witney'],84062
24260,['Yasuhiro Yoshiura'],234284
24261,['Gary Shore'],49017
24262,['Paul Magwood'],88375
24263,['Poull Brien'],98069
24264,['Eugene Forde'],38455
24265,['Harry Lachman'],33386
24266,['Santiago Segura'],1285
24267,['Joe Carnahan'],227300
24268,['Carlo Lizzani'],107034
24269,['William A. Levey'],83613
24270,['Douglas Curtis'],108933
24271,['Larry Stewart'],63360
24272,['Wim Wenders'],118257
24273,['Krsto Papić'],169250
24274,['Gabe Ibáñez'],262543
24275,['Brian A Miller'],241254
