crew,title,release_date,return,budget,revenue
['severin eskeland'],Detour,2009-07-31,0.0,2200000.0,0.0
['gregor jordan'],Unthinkable,2010-06-14,0.0,15000000.0,0.0
['charles jarrott'],The Other Side of Midnight,1977-06-08,0.0,0.0,0.0
['harry beaumont'],Our Dancing Daughters,1928-09-01,0.0,0.0,0.0
['david hugh jones'],Betrayal,1983-02-19,0.0,0.0,0.0
['george cukor'],Romeo and Juliet,1936-09-03,0.0,0.0,0.0
['greg franklin'],The Drawn Together Movie: The Movie!,2010-04-20,0.0,0.0,0.0
['michael landon'],It's Good to Be Alive,1974-02-22,0.0,0.0,0.0
['markus goller'],Friendship!,2010-01-13,0.0,0.0,0.0
['alan poul'],The Back-Up Plan,2010-04-23,2.2136288,35000000.0,77477008.0
['vincenzo natali'],Splice,2009-10-06,0.0,26000000.0,0.0
['cristian mungiu'],Tales from the Golden Age,2009-05-29,0.0,0.0,0.0
['louis malle'],May Fools,1990-01-24,0.0,0.0,0.0
['éric rohmer'],A Tale of Winter,1992-01-01,0.0,0.0,0.0
['jean-luc godard'],Hail Mary,1985-01-23,0.0,0.0,0.0
['bahman ghobadi'],No One Knows About Persian Cats,2009-05-14,0.0,0.0,0.0
['nikita mikhalkov'],Burnt by the Sun 2: Intercession,2010-04-22,0.0,55000000.0,0.0
['richard lester'],The Knack... and How to Get It,1965-05-01,0.0,0.0,0.0
['yannis smaragdis'],El Greco,2007-01-01,0.0,0.0,0.0
['noel clarke'],Adulthood,2008-06-16,0.0,0.0,0.0
['gary winick'],Letters to Juliet,2010-05-14,0.0,30000000.0,0.0
['jon harris'],The Descent: Part 2,2009-10-14,0.0,0.0,0.0
['craig moss'],The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,2010-06-08,0.0,0.0,0.0
['lucian pintilie'],The Reenactment,1968-01-05,0.0,0.0,0.0
['christophe honoré'],The Beautiful Person,2008-09-12,0.0,0.0,0.0
['anna melikyan'],Mermaid,2007-06-05,0.0,0.0,0.0
[],Humble Pie,2007-01-01,0.0,0.0,0.0
['rené clément'],Gervaise,1956-09-05,0.0,0.0,0.0
['joshua goldin'],Wonderful World,2009-01-01,0.0,0.0,0.0
['majid majidi'],The Song of Sparrows,2008-10-01,inf,0.0,115605.0
['stuart hazeldine'],Exam,2009-06-19,0.0,0.0,0.0
['kōji wakamatsu'],"Go, Go Second Time Virgin",1969-01-01,0.0,0.0,0.0
['šarūnas bartas'],The Corridor,1994-12-12,0.0,0.0,0.0
['william keighley'],No Time for Comedy,1940-09-14,0.0,0.0,0.0
['oliver irving'],How to Be,2008-01-17,0.0,500000.0,0.0
['abel gance'],La Roue,1923-02-17,0.0,0.0,0.0
['alexander sokurov'],The Knot,2000-03-25,0.0,0.0,0.0
['carlos saura'],Blood Wedding,1981-10-25,0.0,0.0,0.0
['rené clair'],It Happened Tomorrow,1944-05-28,0.0,0.0,0.0
['nikhil advani'],Salaam-E-Ishq,2007-01-25,0.0,0.0,0.0
['ken ghosh'],Chance Pe Dance,2010-01-15,0.0,0.0,0.0
['stanley kramer'],Bless the Beasts & Children,1971-10-18,0.0,0.0,0.0
['thornton freeland'],Whoopee!,1930-10-05,0.0,0.0,0.0
['william dieterle'],Dr. Ehrlich's Magic Bullet,1940-01-03,0.0,0.0,0.0
['robert wise'],The House on Telegraph Hill,1951-08-27,0.0,0.0,0.0
['anthony byrne'],How About You...,2007-11-16,0.0784444444444444,9000000.0,706000.0
['martin ritt'],Edge of the City,1957-08-02,0.0,0.0,0.0
['brad j. silverman'],No Greater Love,2009-12-26,0.0,0.0,0.0
['max färberböck'],A Woman in Berlin,2008-09-10,0.0,0.0,0.0
['barbara schroeder'],Talhotblond,2009-02-01,0.0,0.0,0.0
['robert saitzyk'],Godspeed,2009-01-01,0.0,0.0,0.0
['victor fleming'],Tortilla Flat,1942-05-21,0.0,0.0,0.0
['richard thorpe'],Three Little Words,1950-07-12,0.0,0.0,0.0
['jimmy hayward'],Jonah Hex,2010-06-18,0.2242340425531915,47000000.0,10539000.0
['joe carnahan'],The A-Team,2010-06-10,1.6112617818181818,110000000.0,177238796.0
['gene kelly'],Gigot,1962-11-01,0.0,0.0,0.0
['umesh shukla'],Dhoondte Reh Jaoge,2009-03-06,0.0,0.0,0.0
['stuart burge'],Othello,1965-12-15,0.0,0.0,0.0
['lee unkrich'],Toy Story 3,2010-06-16,5.334848515,200000000.0,1066969703.0
['ricki stern'],Joan Rivers: A Piece of Work,2010-01-25,0.0,0.0,0.0
['henry koster'],No Highway in the Sky,1951-09-21,0.0,0.0,0.0
['mervyn leroy'],"East Side, West Side",1949-12-22,0.0,0.0,0.0
['heitor dhalia'],Adrift,2009-07-31,0.0,0.0,0.0
['xavier giannoli'],In the Beginning,2009-11-11,0.0,0.0,0.0
['mario piluso'],The Halloween Tree,1993-10-31,0.0,0.0,0.0
['dominic brigstocke'],Ricky Gervais Live 3: Fame,2007-11-12,0.0,0.0,0.0
['sujoy ghosh'],Aladin,2009-10-29,0.0,0.0,0.0
['debra granik'],Winter's Bone,2010-06-11,6.9157515,2000000.0,13831503.0
['greg williams'],Tell-Tale,2010-03-31,0.0,0.0,0.0
['gerardo naranjo'],Drama/Mex,2006-05-23,0.0,0.0,0.0
['kim ki-duk'],Dream,2008-09-26,0.0,0.0,0.0
['marina de van'],Don't Look Back,2009-05-16,0.0,13000000.0,0.0
['richard fleischer'],Mandingo,1975-06-06,0.0,0.0,0.0
['nuri bilge ceylan'],Clouds of May,1999-12-10,0.0,0.0,0.0
['claude chabrol'],Les Biches,1968-03-22,0.0,0.0,0.0
['sydney pollack'],The Scalphunters,1968-04-02,0.0,0.0,0.0
['jörg buttgereit'],Nekromantik 2,1991-05-07,0.0,0.0,0.0
['bong joon-ho'],Barking Dogs Never Bite,2000-02-19,0.0,0.0,0.0
['victor sjöström'],A Man There Was,1917-01-29,0.0,0.0,0.0
['danny lerner'],Shark in Venice,2008-10-06,0.0,0.0,0.0
['alex gibney'],Casino Jack and the United States of Money,2010-05-09,0.0,0.0,0.0
['timo koivusalo'],Under the North Star,2009-12-04,0.0,6153120.0,0.0
['mike mitchell'],Shrek Forever After,2010-05-16,4.561217375757575,165000000.0,752600867.0
['michael meredith'],The Open Road,2009-02-07,0.0,0.0,0.0
['stuart cooper'],Magic Man,2009-11-04,0.0,0.0,0.0
['mike leigh'],A Sense of History,1992-01-01,0.0,0.0,0.0
[],A Hot Dog Program,1999-08-31,0.0,0.0,0.0
['andrzej wajda'],The Ashes,1965-09-25,0.0,0.0,0.0
['maren ade'],Everyone Else,2009-03-26,0.0,0.0,0.0
['uwe boll'],Rampage,2009-08-14,0.0,0.0,0.0
['julie anne robinson'],Coming Down The Mountain,2007-08-16,0.0,0.0,0.0
['seijun suzuki'],Princess Raccoon,2005-05-28,0.0,0.0,0.0
['seijun suzuki'],Heat-Haze Theatre,1981-08-21,0.0,0.0,0.0
['hiroshi shimizu'],Children in the Wind,1937-01-01,0.0,0.0,0.0
['fernando colomo'],El próximo Oriente,2006-08-14,0.0,0.0,0.0
['michael winterbottom'],The Killer Inside Me,2010-02-19,0.0,13000000.0,0.0
['alexandre franchi'],The Wild Hunt,2009-09-09,0.0,0.0,0.0
['aurelio grimaldi'],Acla's Descent into Floristella,1992-09-10,0.0,0.0,0.0
['abel gance'],J'accuse!,1919-04-25,0.0,0.0,0.0
['wes llewellyn'],The Moment After 2: The Awakening,2006-05-28,0.0,0.0,0.0
['jon gunn'],Mercy Streets,2000-10-31,0.0,0.0,0.0
['amy redford'],The Guitar,2008-11-07,0.0,0.0,0.0
['jac schaeffer'],TiMER,2009-05-14,0.0,0.0,0.0
['edmund goulding'],The Trespasser,1929-11-11,0.0,0.0,0.0
['clarence brown'],A Woman of Affairs,1928-12-15,0.0,383000.0,0.0
['abel ferrara'],Chelsea on the Rocks,2008-05-23,0.0,0.0,0.0
['jonathan kaplan'],Heart Like A Wheel,1983-04-01,0.0,0.0,0.0
['christine edzard'],Little Dorrit,1987-12-11,0.0,0.0,0.0
['duane crichton'],Saving God,2008-10-14,0.0,0.0,0.0
['jon cassar'],24: Redemption,2008-11-23,0.0,0.0,0.0
['henry king'],Captain from Castile,1947-12-25,0.0,0.0,0.0
['emeric pressburger'],One of Our Aircraft Is Missing,1942-04-24,0.0,0.0,0.0
['frank perry'],Diary of a Mad Housewife,1970-01-01,0.0,0.0,0.0
['michael stephenson'],Best Worst Movie,2009-01-01,0.0,0.0,0.0
['jessica oreck'],Beetle Queen Conquers Tokyo,2009-03-01,inf,0.0,10068.0
['stephen frears'],The Deal,2003-09-28,0.0,0.0,0.0
['richard loncraine'],The Special Relationship,2010-05-29,0.0,0.0,0.0
['frank borzage'],Three Comrades,1938-06-03,0.0,0.0,0.0
['david slade'],The Twilight Saga: Eclipse,2010-06-23,10.271931573529413,68000000.0,698491347.0
['brian koppelman'],Solitary Man,2009-09-07,0.3349854666666667,15000000.0,5024782.0
['wendy jo carlton'],Hannah Free,2009-12-11,0.0,0.0,0.0
['catherine breillat'],Bluebeard,2009-10-06,0.0,0.0,0.0
['ellen kuras'],The Betrayal (Nerakhoon),2008-11-21,0.0,0.0,0.0
['henry hathaway'],Wing and a Prayer,1944-01-01,0.0,0.0,0.0
['denis dercourt'],Tomorrow at Dawn,2009-08-12,0.0,0.0,0.0
['gaspar noé'],Enter the Void,2009-05-05,0.0580191538461538,13000000.0,754249.0
['jamie thraves'],The Cry of the Owl,2009-02-07,0.0,11500000.0,0.0
['marie-monique robin'],The World According to Monsanto,2008-01-01,0.0,0.0,0.0
['sidney sheldon'],Dream Wife,1953-06-19,0.0,0.0,0.0
['sydney pollack'],The Slender Thread,1965-12-23,0.0,0.0,0.0
['mahesh nair'],Accident On Hill Road,2009-12-31,0.0,0.0,0.0
['aaron woodley'],Tennessee,2008-04-26,0.0,0.0,0.0
['m. night shyamalan'],The Last Airbender,2010-06-30,2.12335282,150000000.0,318502923.0
['emir kusturica'],When Father Was Away on Business,1985-05-01,0.0,0.0,0.0
['fielder cook'],A Big Hand for the Little Lady,1966-05-31,0.0,0.0,0.0
['costa-gavras'],State of Siege,1972-12-30,0.0,0.0,0.0
['otto preminger'],Whirlpool,1949-11-28,0.0,0.0,0.0
['claude miller'],Little Lili,2003-08-27,0.0,0.0,0.0
['alain chabat'],Didier,1997-01-28,0.0,0.0,0.0
['robert salis'],Grande école,2004-02-04,0.0,0.0,0.0
['daniel sánchez arévalo'],Fat People,2009-09-11,0.0,0.0,0.0
['david lean'],This Happy Breed,1944-06-01,0.0,0.0,0.0
['christian petzold'],Yella,2007-02-14,0.0,3000000.0,0.0
['gaspar noé'],Destricted,2006-09-15,0.0,0.0,0.0
['peter watkins'],Culloden,1964-05-24,0.0,0.0,0.0
['satyajit ray'],Distant Thunder,1973-01-01,0.0,0.0,0.0
['raymond saint-jean'],Out of Mind: The Stories of H.P. Lovecraft,1998-01-01,0.0,0.0,0.0
['albert pyun'],Cool Air,2006-11-03,0.0,1.0,0.0
['francis ford coppola'],The Rain People,1969-08-27,0.0,0.0,0.0
['aleksandar petrović'],I Even Met Happy Gypsies,1967-03-26,0.0,0.0,0.0
['pete travis'],Endgame,2009-01-18,0.0,22000000.0,0.0
['corbin bernsen'],Dead Air,2009-10-27,0.0,0.0,0.0
[],Puppetry of the Penis: Live at the Forum,2001-01-01,0.0,0.0,0.0
['don taylor'],The Island of Dr. Moreau,1977-07-13,0.0,0.0,0.0
['stephen kijak'],The Rolling Stones: Stones in Exile,2010-05-14,0.0,0.0,0.0
['claude chabrol'],Les Cousins,1959-03-11,0.0,0.0,0.0
['valentin vaala'],Dynamite Girl,1944-10-01,0.0,0.0,0.0
['stephen frears'],Gumshoe,1971-12-01,0.0,0.0,0.0
['andrés luque'],Agallas,2009-09-04,0.0,0.0,0.0
['manuel huerga'],Salvador (Puig Antich),2006-05-23,0.0,0.0,0.0
['john r. cherry iii'],Slam Dunk Ernest,1995-06-20,0.0,0.0,0.0
['ingmar bergman'],Secrets of Women,1952-11-03,0.0,0.0,0.0
['michael curtiz'],Romance on the High Seas,1948-06-25,0.0,0.0,0.0
['kevin burns'],Empire of Dreams: The Story of the Star Wars Trilogy,2004-09-12,0.0,0.0,0.0
['trey parker'],South Park: Imaginationland,2008-03-11,0.0,0.0,0.0
['tom cairns'],Marie and Bruce,2004-01-19,0.0,0.0,0.0
['michael lange'],The Intern,2000-01-21,0.0,0.0,0.0
['aj schnack'],Kurt Cobain: About a Son,2006-10-03,0.0,0.0,0.0
['christopher p. garetano'],Horror Business,2005-01-01,0.0,15000.0,0.0
['mitchell leisen'],Hold Back the Dawn,1941-09-26,0.0,0.0,0.0
['george marshall'],The Gazebo,1959-12-16,0.0,0.0,0.0
['richard dale'],9/11: The Twin Towers,2006-09-03,0.0,0.0,0.0
['mark cowen'],We Stand Alone Together,2001-11-10,0.0,0.0,0.0
['nimród antal'],Predators,2010-07-03,3.156220325,40000000.0,126248813.0
['asif kapadia'],Far North,2007-08-30,0.0,0.0,0.0
['reginald harkema'],"Manson, My Name Is Evil",2009-09-14,0.0,0.0,0.0
['david butler'],Thank Your Lucky Stars,1943-09-25,0.0,0.0,0.0
['john frankenheimer'],The Fixer,1968-12-08,0.0,0.0,0.0
['tom dicillo'],When You're Strange,2009-01-17,0.0,0.0,0.0
['bruce goodison'],The Flight That Fought Back,2004-12-31,0.0,0.0,0.0
['samuel fuller'],Hell and High Water,1954-02-06,0.0,0.0,0.0
['george sidney'],Young Bess,1953-05-29,0.0,0.0,0.0
['pierre coffin'],Despicable Me,2010-07-08,7.877014275362319,69000000.0,543513985.0
['mark sandrich'],So Proudly We Hail,1943-09-08,0.0,0.0,0.0
['tristan loraine'],31 North 62 East,2009-09-18,0.0,3100000.0,0.0
['henry jaglom'],Irene in Time,2009-06-19,0.0,2000000.0,0.0
['michael curtiz'],Captains of the Clouds,1942-02-21,0.0,0.0,0.0
['david gleeson'],The Front Line,2006-07-16,0.0,0.0,0.0
['robert z. leonard'],The Girl of the Golden West,1938-03-18,0.0,0.0,0.0
['w.s. van dyke'],Sweethearts,1938-12-30,0.0,0.0,0.0
['christopher nolan'],Inception,2010-07-14,5.159579775,160000000.0,825532764.0
['dennis dugan'],Grown Ups,2010-06-24,3.3928773625,80000000.0,271430189.0
['jeffery scott lando'],Thirst,2010-06-22,0.0,0.0,0.0
['jon turteltaub'],The Sorcerer's Apprentice,2010-07-13,1.435224946666667,150000000.0,215283742.0
['sakichi satô'],Tokyo Zombie,2005-12-10,0.0,0.0,0.0
['derek sieg'],Swedish Auto,2006-06-27,0.0,0.0,0.0
['ana clavell'],Creepshow 3,2007-05-15,0.0,0.0,0.0
['james mangold'],Knight and Day,2010-06-15,2.2387216324786325,117000000.0,261930431.0
['shana feste'],The Greatest,2009-01-17,0.0,6000000.0,0.0
['robert rodriguez'],Roadracers,1994-07-22,0.0,1000000.0,0.0
['rituparno ghosh'],Raincoat,2004-12-24,0.0,0.0,0.0
['russell rouse'],The Fastest Gun Alive,1956-07-12,0.0,0.0,0.0
['peter greenaway'],Nightwatching,2007-09-06,0.0,0.0,0.0
['abel ferrara'],Fear City,1984-07-18,0.0,0.0,0.0
['benoît jacquot'],Sade,2000-08-23,0.0,0.0,0.0
['paolo barzman'],The Phantom,2009-12-20,0.0,0.0,0.0
['harald zwart'],The Karate Kid,2010-06-10,8.946309875,40000000.0,357852395.0
['julio depietro'],The Good Guy,2009-04-25,0.0,3200000.0,0.0
['gregory j. read'],Like Minds,2006-08-10,0.0,0.0,0.0
['udayan prasad'],The Yellow Handkerchief,2008-12-17,0.0211333333333333,15000000.0,317000.0
['bill douglas'],Comrades,1987-08-23,0.0,0.0,0.0
['wu ma'],Snake-Crane Secret,1978-01-01,0.0,0.0,0.0
['seijun suzuki'],Yumeji,1991-05-31,0.0,0.0,0.0
['seijun suzuki'],Zigeunerweisen,1980-04-01,0.0,0.0,0.0
['lisa cholodenko'],The Kids Are All Right,2010-07-09,9.915957142857144,3500000.0,34705850.0
['slava tsukerman'],Perestroika,2009-03-20,0.0,0.0,0.0
['gerardo de leon'],Terror Is a Man,1959-11-01,0.0,0.0,0.0
['eddie romero'],The Twilight People,1972-06-01,0.0,0.0,0.0
['srđan spasojević'],A Serbian Film,2010-06-16,0.0,0.0,0.0
['ursula meier'],Home,2008-10-29,0.0,0.0,0.0
"[""lisa barros d'sa""]",Cherrybomb,2009-02-08,0.0,0.0,0.0
['brandon vietti'],Batman: Under the Red Hood,2010-07-27,inf,0.0,6629178.0
['jacques rivette'],Le Pont du Nord,1982-03-24,0.0,0.0,0.0
['albert austin'],My Boy,1921-12-01,0.0,0.0,0.0
['michael curtiz'],Mammy,1930-03-26,0.0,0.0,0.0
['larry semon'],The Wizard of Oz,1925-01-01,0.0,0.0,0.0
['phillip noyce'],Salt,2010-07-21,2.6666279363636365,110000000.0,293329073.0
['zoltán huszárik'],Sinbad,1971-11-25,0.0,0.0,0.0
['keith fulton'],The Hamster Factor and Other Tales of Twelve Monkeys,1997-01-01,0.0,0.0,0.0
['ben steinbauer'],Winnebago Man,2009-03-14,inf,0.0,178174.0
['gerd oswald'],Crime of Passion,1957-01-09,0.0,0.0,0.0
['king vidor'],The Patsy,1928-04-22,0.0,0.0,0.0
['spike lee'],Passing Strange,2009-08-21,0.0,0.0,0.0
['eldar ryazanov'],Beware of the Car!,1966-01-01,0.0,0.0,0.0
['robert z. leonard'],Peg o' My Heart,1933-05-26,0.0,0.0,0.0
['monta bell'],Downstairs,1932-08-06,0.0,0.0,0.0
['robert z. leonard'],Five and Ten,1931-06-13,0.0,0.0,0.0
['sam gorski'],Dark Island,2010-05-22,0.0,0.0,0.0
['jack gulick'],Smashing Pumpkins: If All Goes Wrong,2008-11-11,0.0,0.0,0.0
[],Pearl Jam: Immagine in Cornice,2007-09-25,0.0,0.0,0.0
['jaco van dormael'],Mr. Nobody,2009-09-11,0.0754725319148936,47000000.0,3547209.0
['joe may'],Music in the Air,1934-12-13,0.0,0.0,0.0
['vittorio de sica'],Sunflower,1970-03-14,0.0,0.0,0.0
['andré de toth'],Play Dirty,1969-01-01,0.0,0.0,0.0
['victor saville'],The Silver Chalice,1954-12-20,0.7111111111111111,4500000.0,3200000.0
['william keighley'],George Washington Slept Here,1942-10-30,0.0,0.0,0.0
['steven bognar'],The Last Truck: Closing of a GM Plant,2009-09-07,0.0,0.0,0.0
['nick moran'],Telstar: The Joe Meek Story,2009-05-30,0.0,0.0,0.0
['evan richards'],In a Day,2006-03-08,0.0,0.0,0.0
['bernard girard'],A Name for Evil,1973-01-01,0.0,0.0,0.0
['jay roach'],Dinner for Schmucks,2010-07-30,1.2519979275362318,69000000.0,86387857.0
['reed cowan'],8: The Mormon Proposition,2010-01-01,0.0,0.0,0.0
['nagisa ōshima'],The Man Who Left His Will on Film,1970-06-27,0.0,0.0,0.0
['nagisa ōshima'],Diary of a Shinjuku Thief,1969-02-15,0.0,0.0,0.0
['susanna white'],Nanny McPhee and the Big Bang,2010-03-26,2.6641825142857143,35000000.0,93246388.0
['gianni di gregorio'],Mid-August Lunch,2008-04-30,0.0,0.0,0.0
['alex van warmerdam'],The Northerners,1992-04-17,0.0,0.0,0.0
['thom fitzgerald'],3 Needles,2005-09-09,0.0,0.0,0.0
['agnieszka holland'],"Olivier, Olivier",1992-10-28,0.0,0.0,0.0
['hong sang-soo'],The Power of Kangwon Province,1998-04-04,0.0,0.0,0.0
['miloš forman'],Taking Off,1971-05-17,0.0,0.0,0.0
['thanasis papathanasiou'],Safe Sex,1999-10-22,0.0,0.0,0.0
['stefan faldbakken'],Uro,2006-08-25,0.0,0.0,0.0
['charles b. pierce'],The Town That Dreaded Sundown,1976-09-26,0.0,0.0,0.0
['takashi miike'],Deadly Outlaw: Rekka,2002-09-21,0.0,0.0,0.0
['rune denstad langlo'],North,2009-02-06,0.0,0.0,0.0
['manmohan desai'],Amar Akbar Anthony,1977-01-02,0.0,0.0,0.0
['josef fares'],Farsan,2010-02-12,0.0,0.0,0.0
['alain robbe-grillet'],Trans-Europ-Express,1966-01-01,0.0,0.0,0.0
['jang sun-woo'],Lies,1999-09-04,0.0,0.0,0.0
['béla tarr'],The Man from London,2008-01-31,0.0,0.0,0.0
['fritz lang'],Human Desire,1954-08-05,0.0,0.0,0.0
['victor fleming'],Treasure Island,1934-08-17,0.0,0.0,0.0
['chuck jones'],The Bugs Bunny/Road Runner Movie,1979-09-30,0.0,0.0,0.0
['aleksi mäkelä'],Hellsinki,2009-01-09,0.0,2500000.0,0.0
['darko lungulov'],Here and There,2009-09-08,0.0,0.0,0.0
['laurent tirard'],Little Nicholas,2009-09-30,0.0,0.0,0.0
['edward yang'],A Confucian Confusion,1994-01-01,0.0,0.0,0.0
['kôji shiraishi'],Grotesque,2009-01-17,0.0,0.0,0.0
['charles adelman'],2:13,2009-04-25,0.0,3500000.0,0.0
['eran creevy'],Shifty,2009-04-24,0.0,0.0,0.0
['wilson yip'],Ip Man 2,2010-04-21,2.790090126886324,12902809.0,36000000.0
['charles band'],Dr. Moreau's House of Pain,2004-01-13,0.0,0.0,0.0
['edgard navarro'],I Remember,2005-12-01,0.0,0.0,0.0
['karsten wedel'],I Am Maria,1979-12-15,0.0,0.0,0.0
['jeffrey blitz'],Lucky,2010-01-24,0.0,0.0,0.0
['elizabeth allen rosenbaum'],Ramona and Beezus,2010-07-23,0.0,0.0,0.0
['risto jarva'],The Year of the Hare,1977-12-23,0.0,0.0,0.0
['henry king'],A Yank in the R.A.F.,1941-09-26,0.0,0.0,0.0
['burr steers'],Charlie St. Cloud,2010-05-01,1.0952432727272727,44000000.0,48190704.0
['bart freundlich'],The Rebound,2009-09-16,0.0,0.0,0.0
['adam mckay'],The Other Guys,2010-08-06,1.70432927,100000000.0,170432927.0
['don siegel'],The Lineup,1958-06-11,0.0,0.0,0.0
['fouad mikati'],Operation: Endgame,2010-07-20,0.0,0.0,0.0
['ilksen basarir'],Love in Another Language,2009-12-18,0.0,0.0,0.0
['jean-luc godard'],"Oh, Woe Is Me",1993-09-08,0.0,0.0,0.0
['tom toelle'],The Million Game,1970-10-18,0.0,0.0,0.0
['vincent sherman'],Affair in Trinidad,1952-07-29,0.0,0.0,0.0
['jean yarbrough'],She-Wolf of London,1946-05-17,0.0,0.0,0.0
['alex chandon'],Cradle of Fear,2001-07-04,0.0,0.0,0.0
['nils gaup'],The Kautokeino Rebellion,2008-01-18,0.0,7300000.0,0.0
['paul auster'],The Inner Life of Martin Frost,2007-10-11,0.0,0.0,0.0
['ettore scola'],The Family,1987-01-01,0.0,0.0,0.0
['ettore scola'],The Terrace,1980-02-08,0.0,0.0,0.0
['claude binyon'],Dreamboat,1952-07-26,0.0,0.0,0.0
['henry levin'],The Desperados,1969-02-28,0.0,0.0,0.0
['robert day'],Grip of the Strangler,1958-07-03,0.0,0.0,0.0
['bryan forbes'],The L-Shaped Room,1962-11-20,0.0,0.0,0.0
['cecil b. demille'],North West Mounted Police,1940-10-22,0.0,0.0,0.0
['richard thorpe'],The Great Caruso,1951-04-16,0.0,0.0,0.0
['danis tanović'],Triage,2009-01-01,0.0,0.0,0.0
['walter lang'],Call Me Madam,1953-03-25,0.0,0.0,0.0
['jeff zimbalist'],The Two Escobars,2010-06-22,0.0,0.0,0.0
['edwin l. marin'],Invisible Agent,1942-07-31,3.229813664596273,322000.0,1040000.0
['michele mulroney'],Paper Man,2009-06-15,0.0,0.0,0.0
['jonathan caouette'],All Tomorrow's Parties,2009-01-01,0.0,0.0,0.0
['benny chan'],Invisible Target,2007-01-01,0.0,0.0,0.0
['ragnar bragason'],Mr. Bjarnfreðarson,2009-12-26,0.0,0.0,0.0
['sylvester stallone'],The Expendables,2010-08-03,3.430879925,80000000.0,274470394.0
['edgar wright'],Scott Pilgrim vs. the World,2010-07-27,0.7944093166666667,60000000.0,47664559.0
['frank borzage'],The Spanish Main,1945-10-01,0.0,0.0,0.0
['archie mayo'],Svengali,1931-05-22,0.0,0.0,0.0
['seppo huunonen'],Lampaansyöjät,1972-11-17,0.0,0.0,0.0
['david michôd'],Animal Kingdom,2010-06-03,0.2,5000000.0,1000000.0
['bradley rust gray'],The Exploding Girl,2009-04-22,0.0,0.0,0.0
['kimberly reed'],Prodigal Sons,2008-08-29,0.0,0.0,0.0
['charles marquis warren'],Seven Angry Men,1955-03-27,0.0,0.0,0.0
['theo van gogh'],06/05,2004-12-15,0.0,0.0,0.0
['michel gondry'],The Thorn in the Heart,2009-10-10,0.0,0.0,0.0
[],See What I'm Saying: The Deaf Entertainers Documentary,2010-03-19,0.0,0.0,0.0
['pete mccormack'],Facing Ali,2009-01-01,0.0,0.0,0.0
['jeff bleckner'],The Beast,1996-04-28,0.0,0.0,0.0
['paul schneider'],Pretty Bird,2008-08-08,0.0,0.0,0.0
['prakash jha'],Raajneeti,2010-06-04,0.0,0.0,0.0
['fritz lang'],The Return of Frank James,1940-08-16,0.0,0.0,0.0
['alexander sokurov'],Moloch,1999-05-14,0.0,0.0,0.0
['laurent tirard'],The Story Of My Life,2004-09-08,0.0,0.0,0.0
['krishna rao'],Crossworlds,1996-10-30,0.0,0.0,0.0
['neil marshall'],Centurion,2010-02-15,0.5678990833333334,12000000.0,6814789.0
['xavier dolan'],I Killed My Mother,2009-06-05,0.0,0.0,0.0
['todd solondz'],Life During Wartime,2009-10-10,0.1655146666666666,4500000.0,744816.0
['pablo trapero'],Lion's Den,2008-05-29,0.0,0.0,0.0
['andrzej żuławski'],That Most Important Thing: Love,1975-02-12,0.0,0.0,0.0
['sönke wortmann'],Pope Joan,2009-10-22,inf,0.0,27412220.0
['ernst lubitsch'],Cluny Brown,1946-05-01,0.0,0.0,0.0
['thomas balmès'],Babies,2010-05-07,0.0,0.0,0.0
['françois truffaut'],The Green Room,1978-04-05,0.0,0.0,0.0
['bertrand tavernier'],Captain Conan,1996-10-16,0.0,0.0,0.0
['mitchell leisen'],Easy Living,1937-07-16,0.0,0.0,0.0
['paul oremland'],Like It Is,1998-04-17,0.0,0.0,0.0
['shyam benegal'],Ankur,1974-07-20,0.0,0.0,0.0
['antony thomas'],For Neda,2010-06-14,0.0,0.0,0.0
['rené clément'],The Battle of the Rails,1946-02-27,0.0,0.0,0.0
['song il-gon'],Spider Forest,2004-09-03,0.0,0.0,0.0
['jonathan glatzer'],What Goes Up,2009-05-29,0.0,0.0,0.0
['heidi ewing'],12th & Delaware,2010-04-01,0.0,0.0,0.0
['lloyd bacon'],Wonder Bar,1934-03-31,0.0,0.0,0.0
['paul scheuring'],The Experiment,2010-07-15,0.0,21800000.0,0.0
['david nerlich'],Black Water,2007-06-01,0.0,700.0,0.0
['philip ridley'],Heartless,2009-11-21,0.0,0.0,0.0
['leon gast'],Smash His Camera,2010-07-30,0.0,0.0,0.0
['frank urson'],Chicago,1927-12-23,0.0,0.0,0.0
['josef von sternberg'],Underworld,1927-08-20,0.0,0.0,0.0
['alexandre aja'],Piranha 3D,2010-08-20,3.4661735416666666,24000000.0,83188165.0
['rauni mollberg'],Milka - A Film About Taboos,1980-12-19,0.0,0.0,0.0
['ute wieland'],FC Venus,2006-04-26,0.0,0.0,0.0
['luc besson'],The Extraordinary Adventures of Adèle Blanc-Sec,2010-04-09,1.364,25000000.0,34100000.0
['aaron schneider'],Get Low,2010-01-22,0.0,7500000.0,0.0
['frederick wiseman'],La Danse: The Paris Opera Ballet,2009-10-07,0.0,0.0,0.0
['nancy bardawil'],According to Greta,2009-11-25,0.0,0.0,0.0
['soi cheang'],Accident,2009-09-24,0.0,0.0,0.0
['steven jacobson'],Center Stage : Turn It Up,2008-10-30,0.0,0.0,0.0
['pablo larraín'],Tony Manero,2008-08-28,0.0,0.0,0.0
