production_companies,title,revenue
['studio khara'],Evangelion: 3.0 You Can (Not) Redo,60487945.0
"['france 2 cinéma', 'studiocanal', 'move movie', 'ce qui me meut motion pictures', 'c.r.r.a.v. nord pas de calais']",My Piece of the Pie,0.0
['gaeta / rosenzweig films'],Fright Night 2: New Blood,0.0
"['kickstart productions', 'mythic international entertainment', 'raindance entertainment']",Sweetwater,6147.0
"['sidney kimmel entertainment', 'touchy feely films', 'greenstreet films']",All Is Bright,0.0
['orion pictures'],True Heart,0.0
['high delft pictures'],Tim's Vermeer,0.0
['oscilloscope laboratories'],After Tiller,0.0
,Lovecraft: Fear of the Unknown,0.0
,Stuck Between Stations,0.0
['daiei studios'],Gamera vs. Barugon,0.0
"['type a films', 'marc platt productions', 'brookwell-mcnamara entertainment', 'metro-goldwyn-mayer (mgm)']",Legally Blondes,0.0
"['columbia pictures', 'atlas entertainment', 'annapurna pictures']",American Hustle,251171807.0
"['new line cinema', 'ingenious media', 'twentieth century fox film corporation', 'samuel goldwyn films', 'big screen productions', 'red hour films', 'tsg entertainment', 'down productions']",The Secret Life of Walter Mitty,188133322.0
"['warner bros.', 'annapurna pictures']",Her,47351251.0
['daiei studios'],New Tale of Zatôichi,0.0
['daiei studios'],Zatôichi the Fugitive,0.0
,RoboGeisha,0.0
"['cinema center films', 'jalem productions', 'done four productions']",The War Between Men and Women,0.0
"['cinema center films', 'jalem productions']",The April Fools,0.0
"['gigapix studios', 'paper and pen films']",Captain Abu Raed,0.0
['tla releasing'],The Man You Had in Mind,0.0
,The Cosmonaut,0.0
"['canal plus', 'foz', 'mars films', 'france télévision', 'ciné+', 'région ile-de-france', 'mandarin films', 'france 2 cinéma', 'cofimage 24', 'sofica manon 3', 'palatine étoile 10', 'cofinova 9', 'la banque postale image 6']",Young & Beautiful,0.0
,The Life & Adventures of Santa Claus,0.0
"['jaleo films', 'andy joke', 'paloma juanes']",Carmina or Blow Up,0.0
"['ministry of information', 'crown film unit', 'british army film unit']",Malta G.C.,0.0
['elías querejeta producciones cinematográficas s.l.'],Cousin Angelica,0.0
,Baboona,0.0
['warner bros.'],Stakeout on Dope Street,0.0
['daiei motion picture company'],Zatôichi Goes to the Fire Festival,0.0
"['bbc', 'science channel']",The Challenger,0.0
,Linsanity,0.0
,Some Girl(s),0.0
,Música Campesina,0.0
['british broadcasting corporation (bbc)'],A Christmas Carol,0.0
"['speranza films a/s', 'atlas independent', '852 films']",Open Grave,0.0
['suburban tempe company'],The Dead Next Door,0.0
['universal pictures'],Ski Patrol,0.0
,Sel8nne,0.0
['new legend media'],The Fourth Angel,0.0
['lions gate films'],Route 666,0.0
['paramount pictures'],The Rat Race,0.0
['sabella dern entertainment'],Six by Sondheim,0.0
,Straight From the Heart,0.0
,The Punk Singer,0.0
,The Dead Pit,0.0
,Dead Set,0.0
,Dead Silence,0.0
,Urusei Yatsura 2: Beautiful Dreamer,0.0
['filmquest pictures'],I-See-You.Com,0.0
,Pianomania,0.0
"['universal pictures', 'weed road pictures', 'herrick entertainment', 'leverage management', 'closest to the hole productions', 'emmett/furla films', 'envision entertainment corporation', 'film 44', 'foresight unlimited', 'hollywood studios international', 'spikings entertainment']",Lone Survivor,149295601.0
['dic entertainment'],A Christmas Carol,0.0
,A Christmas Carol,0.0
"['pacific bay entertainment canada', 'pacific bay entertainment']",A Fairly Odd Christmas,0.0
['daiei studios'],Zatôichi on the Road,0.0
"['huffington pictures', 'levy leder company']",Geography Club,0.0
"['boje buck produktion', 'warner bros.', 'a company filmproduktionsgesellschaft']",Measuring the World,0.0
,Three Stars,0.0
"['zespol filmowy ""iluzjon""']",The Noose,0.0
['isabelle films'],Sambizanga,0.0
"['lost witness pictures', 'film regions international']",My Amityville Horror,0.0
['irs media'],Dead Weekend,0.0
"['pacific bay entertainment canada', 'pacific bay entertainment']","A Fairly Odd Movie: Grow Up, Timmy Turner!",0.0
,The Armstrong Lie,383294.0
"['cinévidéo', 'filmel', 'classic film industries']",Blood Relatives,0.0
"['british broadcasting corporation (bbc)', 'bbc america', 'bbc cymru wales']",An Adventure in Space and Time,0.0
['new world pictures'],Mountaintop Motel Massacre,0.0
['st renegades'],Star Trek: Of Gods And Men,0.0
"['walt disney pictures', 'bbc films', 'ruby films', 'essential media & entertainment', 'hopscotch features']",Saving Mr. Banks,112544580.0
,Kinbaku,0.0
['film i väst'],Cockpit,0.0
,Last Winter,0.0
"['seven arts productions', 'gold star productions ltd.']",The Frozen Dead,0.0
['albert zugsmith productions'],Captive Women,0.0
['bert i. gordon productions'],The Boy and the Pirates,0.0
['daiei motion picture company'],Zatôichi and the Chest of Gold,0.0
['daiei motion picture company'],Zatôichi's Flashing Sword,0.0
,Ways to Live Forever,0.0
,La rabbia,0.0
"['zentropa entertainments', 'coop 99', 'corazón international', 'sputnik oy', 'kasander film company', 'mmg film & tv production', 'column productions', 'negativ', 'filmes do tejo', 'fantastic films', 'rattlesnake productions', 'bianca film', 'maestranza films', 'e-motion film', 'athena film a/s', 'princes films', 'tt filmműhely', 'cumulus projekt', 'drunken angel entertainment', 'goran production company', 'hargla company', 'inkas production', 'lychnari productions', 'public institution kinemos grupe', 'shots', 'titanic s.r.o.']",Visions of Europe,0.0
"['lietuvos kinostudija', 'lithuanian film studio', 'dragon cine venture image entertainment']",Ghetto,0.0
['home box office (hbo)'],The Battle of Amfar,0.0
['ellanby films'],Blue Sunshine,0.0
['daiei studios'],Adventures of Zatôichi,0.0
['films albatros'],Kean,0.0
,Is the Man Who Is Tall Happy?,0.0
,Outbound,0.0
['universal pictures'],All Things To All Men,0.0
"['hollywood media bridge', 'zero gravity management']",The Outsider,0.0
"['mrb productions', 'rooks nest entertainment', 'pisces rising productions']",The Truth About Emanuel,0.0
['jenkins entertainment'],Midnight Clear,0.0
"['vnesheconombank', 'nutcracker holdings', 'hcc media group', 'russian roulette ltd.']",The Nutcracker: The Untold Story,16178959.0
['british broadcasting corporation (bbc)'],The Wipers Times,0.0
"['hallmark entertainment', 'showtime original pictures for all ages']",A Storm in Summer,0.0
,Deadbolt,0.0
,The Deadly Spawn,0.0
"['allegro films', 'cinetel films', 'westwind productions inc.']",Deadly Surveillance,0.0
['paramount pictures'],Those Daring Young Men in Their Jaunty Jalopies,0.0
"['centar film', 'rtv zagreb']",The Rhythm of Crime,0.0
,Cowboy del Amor,0.0
['uip'],Gregoire Moulin vs. Humanity,0.0
"['nordia films', 'les films abc', 'général films']",The Demoniacs,0.0
,The Night of the Hunted,0.0
['daiei studios'],Zatôichi and the Doomed Man,0.0
['daiei studios'],Zatôichi's Revenge,0.0
['trionic entertainment'],I Heart Monster Movies,0.0
['hbo films'],Deadly Voyage,0.0
,Decampitated,0.0
"['blueeyes productions', 'filmhuset produksjoner']",The Deep,0.0
['nordia films'],Lips of Blood,0.0
"['xingu films', 'j&m entertainment']",The Grotesque,0.0
,American Raspberry,0.0
"['mozark productions', 'category one entertainment group', 'last ride', 'the livebait entertainment other companies']",The Last Ride,0.0
,Hava Nagila: The Movie,0.0
"['dick clark productions', 'silver screen pictures']",The Bling Ring,0.0
,A Perfect Man,388.0
['gainax'],Gurren Lagann The Movie: Childhood's End,0.0
['gainax'],Gurren Lagann The Movie: The Lights in the Sky Are Stars,0.0
['una noche films'],Una noche,0.0
"['walt disney pictures', 'walt disney animation australia', 'disneytoon studios', 'walt disney television animation']",Lady and the Tramp II: Scamp's Adventure,0.0
"['vertigo entertainment', '40 acres & a mule filmworks', 'good universe', 'ob productions']",Oldboy,4861022.0
"['zweites deutsches fernsehen (zdf)', 'discovery channel', 'rai 3', 'cinecentrum deutsche gesellschaft für film- und fernsehproduktion gmbh']",World War Three,0.0
,Aquí Entre Nos,2755584.0
"['les films modernes', 'les films abc']",The Shiver of the Vampires,0.0
"['les films corona', ""explorer film '58""]",The Sucker,0.0
['constantin film'],Dampfnudelblues,0.0
,Zatôichi and the Chess Expert,0.0
['daiei studios'],Zatôichi's Vengeance,0.0
['daiei studios'],Zatôichi's Pilgrimage,0.0
"['paramount pictures', 'gary sanchez productions', 'apatow productions']",Anchorman 2: The Legend Continues,173649015.0
,Escape Fire: The Fight to Rescue American Healthcare,0.0
['national geographic channel'],Killing Lincoln,0.0
,Good Ol’ Freda,135039.0
['sony pictures television'],Call Me Crazy: A Five Film,0.0
,What If...,0.0
['bona entertainment'],Unbeatable,0.0
"['home box office (hbo)', 'funny or die', 'black gold films', ""eleven eleven o'clock productions""]",Sarah Silverman: We Are Miracles,0.0
['cinemarte'],Footprints,0.0
,Happy Family,0.0
['hbo films'],Mike Tyson: Undisputed Truth,0.0
,Moms Mabley: I Got Somethin' to Tell You,0.0
['twentieth century fox film corporation'],"Take Her, She's Mine",0.0
['united artists'],Christmas Eve,0.0
,Massacre Mafia Style,0.0
"['cj entertainment', 'opus pictures', 'stillking films', 'snowpiercer', 'moho film']",Snowpiercer,86758912.0
['dovzhenko film studios'],Only Old Men Are Going to Battle,0.0
"['gorky film studio', 'gosteleradio']",Guest from the Future,0.0
"['mosfilm', 'tvorcheskoye obyeduneniniye ""luch""']","Kidnapping, Caucasian Style",0.0
['instituto nacional de cine y artes audiovisuales (incaa)'],Phase 7,0.0
,Hellbound?,0.0
['united filmmakers'],Demon Wind,0.0
['dacfilm rome'],Demons 2,0.0
['cinema organization'],The Phynx,0.0
"['wild bunch', 'the movie network (tmn)', 'copperheart entertainment', 'canadian film or video production tax credit (cptc)', 'movie central', 'government of ontario: ontario film and television tax credit program']",Haunter,0.0
['universal pictures'],The Big Fix,0.0
"['ctb film company', 'realitism films', 'rubber films', 'timwe']",Wrong Cops,0.0
['walt disney studios home entertainment'],A Muppets Christmas: Letters to Santa,0.0
,The Diamond Fleece,0.0
['creative entertainment group'],Diving In,0.0
['les productions la fête inc.'],The Dog Who Stopped the War,0.0
"['millennium films', ""swingin' productions""]",Ninja: Shadow of a Tear,0.0
,Always,0.0
,The Sandlot: Heading Home,0.0
"['columbia pictures corporation', 'derby cinematografica']",Odds and Evens,0.0
['rigel entertainment'],Free Style,140987.0
['hbo'],James Gandolfini: Tribute To A Friend,0.0
"['churchill toledo', 'consejo nacional para la cultura y las artes (conaculta)']",The Precocious and Brief Life of Sabina Rivas,2395000.0
['run rampant'],$ellebrity,0.0
['a.m.a. film'],Macabre,0.0
,Punk's Dead: SLC Punk 2,0.0
['hong kong kai fa film co.'],Freedom Strikes a Blow,0.0
"['acajou films', 'rebel rebel', 'birka holding']",Desire,0.0
"['ma.ja.de fiction', 'lemming film', 'belarusfilm', 'rija films', 'gp cinema company']",In the Fog,0.0
"['identity films', 'wind dancer productions']",As Cool as I Am,0.0
"['filmpool nord', 'sonet film ab', 'harmonica films']",False Trail,0.0
['leone film'],Why Did You Pick On Me?,0.0
['quake productions'],Ice Quake,0.0
['silver peak productions'],Snow Beast,0.0
['boshra film'],Fireworks Wednesday,0.0
"['paramount pictures', 'nickelodeon movies', 'anonymous content', 'fake empire']",Fun Size,11417362.0
"['bavaria pictures', 'grand pictures', 'picture circle']",Death of a Superhero,0.0
,Einer wie Bruno,0.0
"['motion picture corporation of america (mpca)', 'riviera films']",A Princess for Christmas,0.0
"['rat pack filmproduktion', 'constantin film produktion']",Fuck You Goethe,0.0
,Dagmamman,0.0
['jörn donner productions'],Hellyys,0.0
,Apnea,0.0
"['reprise films', 'nouveau film']",Jo pour Jonathan,0.0
['local films'],Sweet Evil,0.0
,Gasht-e Ershad,0.0
,هیچ کجا هیچ کس,0.0
,Miffo,0.0
['mr tv-film'],Bad Fucking,0.0
['edith film oy'],Open Up to Me,0.0
,Fly Away,0.0
['riva filmproduktion'],Life Is No Piece of Cake,0.0
"['seven pictures', 'constantin film produktion', 'film1']",Mostly Sunny,0.0
,Alien Cargo,0.0
,WNUF Halloween Special,0.0
['ifc films'],White Reindeer,0.0
['lion rock productions'],Red Obsession,0.0
,Snow on the Pines,0.0
['filmiran'],The Wooden Bridge,0.0
,Bitterly!,0.0
"['ard degeto film', 'ufa cinema', 'cinepostproduction', 'beta cinema', 'pixomondo', 'cine mobil']",The Physician,57284237.0
['donau filmproduktion'],High School,0.0
"['universum film (ufa)', 'projektions-ag union (pagu)']",Carmen,0.0
,Timescape,0.0
"['scott free productions', 'rsa films', 'black dog films']",Springsteen & I,0.0
['david l. wolper productions'],I Will Fight No More Forever,0.0
,The Glass Agency,0.0
['fadak film'],Here Without Me,0.0
['eyeworks film & tv drama'],The Dinner,0.0
,Wonderful and Loved by All,0.0
"['angel films', 'graniet film bv', 'epidemic']",Borgman,0.0
['lumanity production'],Solo,0.0
,The Lost Thing,0.0
['alex cinematografica'],Buddy goes West,0.0
"['gorky film studio', 'nordisk tonefilm international']",Mio in the Land of Faraway,2300000.0
['daiei studios'],Zatôichi's Cane Sword,0.0
,Wild Women,0.0
,The Guide,0.0
,Our Little Differences,0.0
"['oxymoron films', 'greek film center', 'fantasia optikoakoustiki productions', '2/35', 'guanaco', 'stefi films']",Boy Eating the Bird's Food,0.0
['cemo film'],The Laughing Woman,0.0
['richwater films'],Vendetta,0.0
['paul hough entertainment'],The Human Race,0.0
,Escape to Athena,0.0
['level 10 films'],Smiley,0.0
['film 1'],Sometime in August,0.0
['lucky ukfs'],Dot.Kill,0.0
['arctic-filmi'],Not Bad for a Human,0.0
,The Hijack That Went South,532269.0
,I Am Not a Hipster,0.0
,Rio Sex Comedy,0.0
"['automat pictures', 'making it big']",I Am Divine,0.0
"['gerber pictures', 'warner bros.']",Grudge Match,44907260.0
['open road films'],Justin Bieber's Believe,0.0
['yash raj films'],Dhoom,12000000.0
,Marvin Hamlisch: What He Did For Love,0.0
,Meat the Truth,0.0
,The Citizen,0.0
"['imagi animation studios', 'madhouse']",Highlander: The Search for Vengeance,0.0
,The Botany of Desire,0.0
,By the People: The Election of Barack Obama,0.0
,Opera Australia: The Pirates of Penzance,0.0
,American Addict,0.0
"['kickstart productions', 'just chorizo productions']",Bounty Killer,0.0
,Lomalla,0.0
,The Class of '92,0.0
['wwe studios'],12 Rounds 2: Reloaded,0.0
,Nude For Satan,0.0
"['les productions fox europa', 'oceania produzioni internazionali cinematografiche', 'in-cine compañía industrial cinematográfica']",White Fang,0.0
,Soundbreaker,0.0
['black bear pictures'],A.C.O.D.,175705.0
['worldview entertainment'],Ass Backwards,0.0
['full moon entertainment'],Dollman vs. Demonic Toys,0.0
,Dream Machine,0.0
,The Dungeon Masters,0.0
"['blumhouse productions', 'room 101', 'solana films']",Paranormal Activity: The Marked Ones,86362372.0
"['pandora film', 'neue road movies', 'ard/degeto film gmbh', 'recorded picture company (rpc)', 'snow wolf produktion', 'lago film', 'faliro house productions']",Only Lovers Left Alive,0.0
['toho company'],Inn of Evil,0.0
['universum film (ufa)'],Gold,0.0
,Swing,0.0
,B.T.K.,0.0
['harris / fox production'],Short Eyes,0.0
"['gekko film', 'paramount network television']",MacGyver: Trail to Doomsday,0.0
,Vegucated,0.0
,Serrallonga,0.0
"['film finance corporation (ffc)', 'unit 3 mm']",Garm Hava,0.0
['hersua interfilms'],Ditirambo,0.0
"['columbia tristar home video', 'creature features productions llc']",Earth vs. the Spider,0.0
,Easy Wheels,0.0
,Cold Trail,0.0
,Glasblåsarns barn,0.0
"['zentropa entertainments', 'scanbox entertainment', 'wise guy productions']",Restless Souls,0.0
"['columbia pictures television', 'larry white productions']",Goliath Awaits,0.0
"['metro-goldwyn-mayer (mgm)', 'penelope productions inc.']",Hit Man,0.0
['warner brothers/seven arts'],The Valley of Gwangi,0.0
,Voyage to the Prehistoric Planet,0.0
,Greenwich Village: Music That Defined a Generation,0.0
['utv motion pictures'],The Lunchbox,4235151.0
['waterland film & tv'],Kauwboy,0.0
['hal roach studios'],Liberty,0.0
"['sandler institutional films', 'sandler/emenegger productions']",The Killings at Outpost Zeta,0.0
['film one productions'],Expect No Mercy,0.0
,The Expert,0.0
,The Secret,0.0
"['defa', 'boyana film']",Stars,0.0
,Lost in Siberia,0.0
"['dundee entertainment', 'record farm industries', 'cinovative']",I Know That Voice,0.0
,The Fallen,0.0
"['leisure investment company', 'movie ventures']",Fade to Black,0.0
"['snd', 'wy productions', 'hérodiade', 'umedia', 'vértigo films']",Yves Saint Laurent,21026290.0
"['versus production', 'radio télévision belge francophone (rtbf)', 'cine nomine', 'caramel film']",Trader Games,0.0
"['alia films', 'dan films', 'union générale cinématographique (ugc)', 'france 2 cinéma']",Summer Things,0.0
,Bad Karma,0.0
['anchor bay'],Bad Karma,0.0
,Bandidos,0.0
"['bbc films', 'headline pictures', 'magnolia mae films', 'taeoo entertainment']",The Invisible Woman,1234254.0
"['united king films', 'bleiberg entertainment']",Hunting Elephants,4500000.0
"['twentieth century fox film corporation', 'toei animation', 'yasahi-mation productions']",Dragon Ball Z: Battle of Gods,50353002.0
"['11:11 mediaworks', 'itaca films', 'bn films', 'onceonce films']",The Snitch Cartel,0.0
"['100 bares', 'ministerio de cultura', 'instituto de crédito oficial (ico)', 'televisión federal (telefe)', '369 productions', 'catmandu branded entertainment', 'jempsa', 'plural - jempsa', 'prana animation studios']",Underdogs,24000000.0
"['national lampoon', 'camelot entertainment group']",Dirty Movie,0.0
['envision media arts'],Freezer,0.0
['cj entertainment'],Modern Boy,0.0
['world wide pictures (wwp)'],Caught,0.0
,The Texican,0.0
['paramount pictures'],The Gilded Lily,0.0
['paramount pictures'],The Bride Comes Home,0.0
['universal pictures'],Family Honeymoon,0.0
"['fuji television network', 'gaga']","Like Father, Like Son",19978961.0
"['archer street productions', 'lionsgate', 'pictures in paradise', 'silver reel', 'latitude media', 'thai occidental productions']",The Railway Man,22309223.0
"['rogue state', 'remember dreaming productions', 'little dragon productions']",Sand Sharks,0.0
['columbia pictures corporation'],Massacre Canyon,0.0
"['ecosse films', 'le pacte', 'scope pictures', 'film i väst', 'filmgate films']",Diana,21766271.0
"['partizan', 'jouror productions']",The We and the I,0.0
['belladonna productions'],We Are What We Are,81381.0
['toei animation'],Dragon Ball Z: Lord Slug,0.0
,J.J. Cale - To Tulsa And Back (On tour with J.J. Cale),0.0
['metro-goldwyn-mayer (mgm)'],Forsaking All Others,0.0
['sonney amusement enterprises inc.'],The Flesh Merchant,0.0
['astor pictures corp.'],Child Bride,0.0
['rko radio pictures'],Magic Town,0.0
,Grand Isle,0.0
['silverscreen films'],River Queen,0.0
"['film agency for wales', 'big rich films', 'square one entertainment']",Resistance,0.0
"['gaumont', 'lgm productions', 'rectangle productions', 'gaumont distribution', 'france 3 cinema']","Me, Myself and Mum",0.0
,Milius,0.0
['warner bros.'],A Soldier's Plaything,0.0
['columbia pictures corporation'],A Time for Killing,0.0
,Summer of '62,0.0
"['m6 métropole télévision', 'image et compagnie']",Close to Leo,0.0
['marmot-film'],The Geographer Drank His Globe Away,4037782.0
,Pokémon Origins,0.0
['sveriges television'],Screwed in Tallinn,0.0
,Comrade Pedersen,0.0
,Starz Inside: Fantastic Flesh,0.0
,Fast Food,0.0
"['republic pictures (ii)', 'showtime networks']",National Lampoon's Favorite Deadly Sins,0.0
,The Other Shore,0.0
"['ce qui me meut', 'opposite field pictures', 'compagnie cinématographique', 'la panache productions']",Chinese Puzzle,0.0
['process productions'],+1,0.0
['stellanova film'],Waltz for Monica,0.0
['toei animation'],Dragon Ball: The Path to Power,0.0
,The Raven,0.0
,The Hire: The Follow,0.0
,There's Only One Sun,0.0
,Honest Man: The Life of R. Budd Dwyer,0.0
"['studio canal', 'warner bros.', 'ufilm', 'nwave pictures']",A Turtle’s Tale 2: Sammy’s Escape From Paradise,0.0
['monogram pictures'],Allotment Wives,0.0
['the global asylum'],Dragon Crusaders,0.0
,M for Mother,0.0
"['mij film co.', 'bkm film', 'elmalma marka iletisim']",Rhino Season,0.0
,The Lizard,0.0
['spire production company'],Lovers and Lollipops,0.0
,Prata Palomares,0.0
,Creep Van,0.0
"['the weinstein company', 'cine mosaic', 'little magic films', 'ex lion tamer']",Cutie and the Boxer,0.0
"['asylum, the']",Rise of the Zombies,0.0
,At Berkeley,0.0
,Harvey,0.0
['fretboard pictures'],Travelling Salesman,0.0
"['universal pictures', 'rainforest films', 'cube vision', 'relativity media']",Ride Along,153997819.0
['rko radio pictures'],Penguin Pool Murder,0.0
,Breakaway,0.0
,Nukes in Space,0.0
"['paramount pictures', 'di bonaventura pictures', 'mace neufeld productions', 'skydance productions', 'etalon film', 'buckaroo entertainment']",Jack Ryan: Shadow Recruit,50549107.0
"['summit entertainment', 'red wagon entertainment']",Divergent,288747895.0
"['fox searchlight pictures', 'american empirical pictures', 'première heure']",Hotel Chevalier,0.0
"['toho film (eiga) co. ltd.', 'nippon television network corporation (ntv)']",47 Ronin,0.0
['orgolini-nelson productions'],Starflight: The Plane That Couldn't Land,0.0
"['eagle vision inc.', 'téléfilm canada', 'grindstone entertainment group', 'paradox entertainment', 'manitoba film & music', 'south creek pictures', 'bavariapool']",Reasonable Doubt,0.0
,Heavy Metal Parking Lot,0.0
['les films de pierre'],18 Years Old and Rising,0.0
"['europacorp', 'mandarin films']",Saint Laurent,0.0
"['tf1 films production', 'avala film', 'top n°1', 'swabie production']",The Prize of Peril,0.0
['dreaming tree productions'],Cargo,0.0
['willis kent productions'],The Road to Ruin,0.0
"['roast beef productions', 'worldview entertainment', 'noujaim films']",The Square,0.0
"['canal+', 'pathé']",HOUBA! On the Trail of the Marsupilami,48600000.0
['vestron pictures'],Fear,0.0
['laloggia productions'],Fear No Evil,0.0
"['twentieth century fox film corporation', 'davis entertainment', 'tsg entertainment']",Devil's Due,36433975.0
['sony pictures releasing'],Not My Day,0.0
['sherpas cinema'],Into the Mind,0.0
,Stille Nacht,0.0
"['angel entertainment', 'rmr productions llc']",Shadow Puppets,0.0
"['bandai visual company', 'triangle staff', 'shochiku company', 'gakken co. ltd.', 'kugatsusha']",Venus Wars,0.0
['lambor films'],Les aventures d'Arsène Lupin,0.0
"['keystone entertainment', 'cine cut films inc.']",The Final Cut,551281.0
['william castle enterprises'],The Night Walker,0.0
,L'Antisémite,0.0
"['minds eye entertainment', 'studio entertainment', 'entersport holdings', 'maple & palm productions']",Intern Academy,0.0
"['submarine entertainment distributors', 'ld entertainment']",Black Rock,0.0
"['orion pictures', 'nelson entertainment', 'interscope communications']",The First Power,22424195.0
"['canal+', 'backup films', 'coficup', 'labyrinthe films', 'buf', 'piste rouge']",The Assault,0.0
"['lifetime', 'mystique films inc.', 'nantucket productions']",Holiday Spin,0.0
"['fox television studios', 'a&e networks', 'gerber company']",Flight 93,0.0
['films mundiales'],Another Dawn,0.0
['warner bros.'],Nobody Lives Forever,0.0
,Dirty Pictures,0.0
,American Scary,0.0
"['unified pictures', 'bron studios', 'demarest films', 'unanimous pictures']",A Single Shot,18642.0
"['sonet film ab', 'film i väst']",When Darkness Falls,0.0
"['nordic film', 'sandrews', 'nordisk film- & tv-fond', 'film i väst']",Zero Tolerance,0.0
"['canal+', 'cinécinéma', 'centre national de la cinématographie (cnc)']",The Mystery of the Yellow Room,0.0
"['cité films', 'compagnie internationale de productions cinématographiques (cipra)']",A Monkey in Winter,0.0
['paramount pictures'],Murders in the Zoo,0.0
['metro-goldwyn-mayer (mgm)'],Are You Listening?,0.0
,We Need a Vacation,0.0
,Why Not Me?,0.0
['after dark films'],Husk,0.0
,The Rock-afire Explosion,0.0
,Weddings and Babies,0.0
['producciones yanco'],Yanco,0.0
['finos film'],Το Ξύλο Βγήκε Από Τον Παράδεισο,0.0
,"My Daughter, the Socialist",0.0
"['patagonik film group', 'pol-ka producciones']",Two Plus Two,0.0
,Hello Herman,0.0
['warner bros.'],Blume In Love,0.0
,Eggshells,0.0
['detroit riot productions'],Gag,0.0
,Concussion,0.0
"['nabu films', 'silencio rodamos producciones']",Atrocious,0.0
"['filmfernsehfonds bayern', 'vip 3 medienfonds', 'sat.1', 'tandem communications', 'vip 2 medienfonds', 'columbia tristar home entertainment', 'tandem productions (ii)', 'castlering productions', 'the ring (uk)', 'octave s.r.l.', 'uncharted territory', 'channel 4']",Curse of the Ring,0.0
"['media house capital', 'unified pictures', 'decoding annie parker', 'ozymandias productions']",Decoding Annie Parker,48390.0
['finos films'],"Λατέρνα, Φτώχεια και Γαρύφαλλο",0.0
['finos film'],The Auntie from Chicago,0.0
,Forced to Kill,0.0
,Forever Hardcore: The Documentary,0.0
['micro scope'],Whitewash,0.0
['home box office (hbo)'],Friends of God: A Road Trip with Alexandra Pelosi,0.0
,The Fourth World War,0.0
,Zincirbozan,0.0
,Blood Runs Cold,0.0
['paramount pictures'],True Confession,0.0
"['dc comics', 'warner bros. animation', 'dc entertainment']",Justice League: War,5155325.0
['daiei studios'],Gamera vs. Viras,0.0
"['eurimages', 'ex nihilo', 'element pictures', 'bord scannan na heireann / irish film board', 'film i väst', 'filmgate films']",Dark Touch,0.0
"['oscilloscope laboratories', 'parts and labor', 'fried alligator films', 'loveless', 'maybach film productions', 'simonsays entertainment']",Mother of George,0.0
"['agat films', 'libra film']",Of Snails and Men,0.0
"['axn', 'atípica films']",Cousinhood,0.0
['dharma productions'],Yeh Jawaani Hai Deewani,46000000.0
,Visitors,0.0
"['france 2 cinéma', 'lux vide', 'rai', 'pampa production', 'alchemy television']",Coco Chanel,0.0
['zeitgeist'],"Louise Bourgeois: The Spider, The Mistress And The Tangerine",0.0
,The Goebbels Experiment,0.0
,The Riddle of the Sands,0.0
['infowar productions'],Catastroika,0.0
['besiktas kültür merkezi (bkm)'],Vizontele Tuuba,13954476.0
['contemporary historians inc.'],The Spanish Earth,0.0
"['nordisk film', 'the movie network (tmn)', 'film i väst', 'sveriges television', 'zdf/arte', 'tre vänner produktion ab', 'hobohm brothers', 'nordsvensk filmunderhallning']",Easy Money II,0.0
,Medora,0.0
"['jadran film', 'rialto film preben-philipsen']",Rampage at Apache Wells,0.0
"['studiocanal', 'la parti productions', 'les armateurs', 'melusine productions', 'maybe movies', 'gkids']",Ernest & Celestine,8109160.0
['columbia pictures corporation'],Wyoming Renegades,0.0
['trimark pictures'],The Simple Life Of Noah Dearborn,0.0
['haut et court'],Private Lessons,0.0
"['mille et une productions', 'propaganda pictures', 'need productions']",The String,0.0
['universal pictures'],Love Before Breakfast,0.0
['francia-túnez; dovidis / satpec'],The Man Who Sleeps,0.0
"['jay-x entertainment', 'tmp films']",The Monkey's Paw,0.0
,Mitt,0.0
,Dear Mr. Watterson,0.0
,Oxy-Morons,0.0
['hollywood royal pictures'],Samurai Cop,0.0
['museum'],Splatter: Naked Blood,0.0
"['rko pictures', 'frozen assets productions']",Frozen Assets,0.0
['hbo films'],Full Eclipse,0.0
"['why not productions', 'france2 cinéma', 'moby dick films']",My Son,0.0
,Over Your Cities Grass Will Grow,0.0
['millennium films'],Space Raiders,0.0
"['before the door pictures', 'sunchaser entertainment', 'favorit film']",Banshee Chapter,0.0
['world wide productions'],Drift,0.0
,A Letter to Three Wives,0.0
"['roxy film', 'sancrosiap']",Beyond the Law,0.0
,America,0.0
"['tf1 films production', 'canal+', 'europacorp', 'echo films', 'ciné+', 'tf1']",It Boy,0.0
,The Redemption of General Butt Naked,0.0
,Report to the Commissioner,0.0
"['columbia pictures', 'frankovich productions']",40 Carats,0.0
['kino lorber'],Deceptive Practice: The Mysteries and Mentors of Ricky Jay,0.0
['marianna films oy'],The House of Branching Love,0.0
,America,0.0
['rko radio pictures'],Bachelor Apartment,0.0
['trimark pictures'],Backstreet Dreams,0.0
"['filmways pictures', 'larco productions']",Full Moon High,0.0
,Gas,0.0
"['lakeshore entertainment', 'sidney kimmel entertainment', 'lionsgate', 'hopscotch films']","I, Frankenstein",71154592.0
['toei animation'],Yu☆Gi☆Oh!,0.0
"['4kids entertainment', 'a&e home entertainment', 'cinedigm', 'studio gallop', 'nihon ad systems']",Yu-Gi-Oh! 3D: Bonds Beyond Time,0.0
